article_id,title,journal,pub_year,keywords,abstract,study_region,marine_realm,times_cited,doi,study_type_2,affiliation,mapping_affiliation,mapping_country
51,"Fish, Coral, and Sponge Assemblages Associated With Altiphotic and Mesophotic Reefs Along the Guanica Biosphere Reserve Continental Shelf Edge, Southwest Puerto Rico",FRONTIERS IN MARINE SCIENCE,2018,GIANT BARREL SPONGE; XESTOSPONGIA-MUTA; CARIBBEAN MANGROVE; DWELLING FISHES; DEPTH GRADIENT; ST EUSTATIUS; PHASE-SHIFT; DIVERSITY; ECOSYSTEMS; COMMUNITIES,"The benthic and fish communities of the central portion of the Guanica, Puerto Rico shelf edge were studied to determine species abundance, distributions and species overlap between two depth stratifications, 20 and 45 m, at eight sites. A total of 67 fish species belonging to 21 families were identified. Similar species richness estimates were observed between depths, though fish assemblage composition differed significantly, with observable changes in feeding guild contributions of herbivore and omnivore (20 m) to a deeper assemblage composed of piscivores and planktivores (45 m). Coral assemblages consisted of 31 species at 20 m and 11 species at 45 m, accounting for 17.0% (+/- 1.76 SE) and 2.6% (+/- 0.89 SE) benthic cover for the altiphotic and mesophotic surveys, respectively. The altiphotic and mesophotic coral reef communities support different scleractinian coral assemblages with minimal species overlap. Altiphotic surveys of sponges yielded a higher species richness than mesophotic, with 60 and 54 species respectively, and an overall total of 71 species identified from both depths, with 45 species overlapping (63.0%). The percent cover of sponges surveyed at altiphotic reefs accounted for 9.0% (+/- 1.04 SE), while the percent cover of sponges surveyed at mesophotic reefs was 14.0% (+/- 1.96 SE). Our data show fish, coral, and sponge assemblages are differentiated between 20 and 45 m along the Guanica shelf edge offshore of the Guanica Biosphere Reserve. This study represents the first observations for species distributions of adjacent altiphotic and mesophotic coral reef habitats along the Guanica shelf edge, as well as provides an annotated species list of the local sponge fauna. Combined, these results highlight the need for continued environmental stewardship and conservation in the area.","",Tropical Atlantic,0,10.3389/fmars.2018.00303,Field-based,"Univ Puerto Rico, Dept Marine Sci, Mayaguez",United States,United States
52,Local human activities limit marine protection efficacy on Caribbean coral reefs,CONSERVATION LETTERS,2018,NUTRIENT ENRICHMENT; SIMULATION-MODEL; AREAS; RESERVES; IMPACTS; COMPLEXITY; SEDIMENTS; RECOVERY; COASTAL,"Marine ecosystems globally have suffered habitat, biodiversity and function loss in response to human activity. Marine Protected Areas (MPAs) can limit extractive activities and enhance ecosystem resilience, but do not directly address external stressors. We surveyed 48 sites within seven MPAs and nearby unprotected areas to evaluate drivers of coral reef condition in the Mexican Caribbean. We found that local human activity limits protection effectiveness. Coral cover was positively related to protection characteristics, but was significantly lower at sites with elevated local human activity. Furthermore, we predict ongoing coastal development will reduce coral cover despite expanded protection within a regionwide MPA if an effective integrated coastal zone management strategy is not implemented. Policy makers must acknowledge the detrimental impact of uncontrolled coastal development and apply stringent construction and wastewater regulations in addition to marine protection.","",Tropical Atlantic,1,10.1111/conl.12571,Field-based,"Univ Nacl Autonoma Mexico, Posgrad Ciencias Mar Limnol, Mexico City, DF",Mexico,Mexico
52,Local human activities limit marine protection efficacy on Caribbean coral reefs,CONSERVATION LETTERS,2018,NUTRIENT ENRICHMENT; SIMULATION-MODEL; AREAS; RESERVES; IMPACTS; COMPLEXITY; SEDIMENTS; RECOVERY; COASTAL,"Marine ecosystems globally have suffered habitat, biodiversity and function loss in response to human activity. Marine Protected Areas (MPAs) can limit extractive activities and enhance ecosystem resilience, but do not directly address external stressors. We surveyed 48 sites within seven MPAs and nearby unprotected areas to evaluate drivers of coral reef condition in the Mexican Caribbean. We found that local human activity limits protection effectiveness. Coral cover was positively related to protection characteristics, but was significantly lower at sites with elevated local human activity. Furthermore, we predict ongoing coastal development will reduce coral cover despite expanded protection within a regionwide MPA if an effective integrated coastal zone management strategy is not implemented. Policy makers must acknowledge the detrimental impact of uncontrolled coastal development and apply stringent construction and wastewater regulations in addition to marine protection.","",Tropical Atlantic,1,10.1111/conl.12571,Field-based,"Univ Nacl Autonoma Mexico, Unidad Acad Sistemas Arrecifales, Inst Ciencias Mar & Limnol, Biodivers & Reef Conservat Lab, Quintana Roo",Mexico,Mexico
53,The effects of suspended sediment on coral reef fish assemblages and feeding guilds of north-west Australia,CORAL REEFS,2018,GREAT-BARRIER-REEF; PARROTFISH SCARUS-RIVULATUS; WATER-QUALITY; MARINE RESERVES; CARIBBEAN CORAL; DEPTH GRADIENT; CLIMATE-CHANGE; STEREO-VIDEO; SHELF REEFS; MID-SHELF,"Understanding environmental drivers of fish assemblage composition is fundamental to designing useful management plans for anthropogenic activities. This study investigated the influence of suspended sediment on reef fish assemblages and habitat composition over a cross-shelf turbidity gradient in the nearshore Pilbara region of Western Australia. The responses of all feeding guilds were analysed to identify feeding guilds vulnerable to elevations in suspended sediment and sedimentation. This study is the first of its kind to utilise both remotely sensed and in situ turbidity data to characterise the general turbidity regime and magnitude of stochastic events. By using the coordinates from a principle coordinates analysis, we were able to capture both the general turbidity conditions and stochastic turbidity spikes at each site, whilst the use of in situ turbidity measurements allowed us to effectively 'groundtruth' the remotely sensed TSS data. Underwater visual census was used to sample the fish assemblage and quantify habitat across the turbidity gradient. Generalised additive mixed models were used to explore the relationships between environmental variables, habitat variables, and fish assemblage metrics. Species richness significantly declined with increasing levels of turbidity. This study identified two key functional groups of fish that are vulnerable to elevated suspended sediment loads. Planktivorous omnivores and herbivorous scrapers decreased in abundance at high turbidity sites. Total biomass of herbivorous scrapers was lower at turbid sites, whilst the biomass of planktivorous omnivores was not related to any of the predictor variables. Changes in the abundance, biomass, and behaviour of these functional groups can have severe consequences for the resilience and recovery of coral reefs. Anthropogenic activities that elevate suspended sediment in regions where coral reef communities exist should consider these implications when designing management plans.","",Central Indo-Pacific,1,10.1007/s00338-018-1690-1,Field-based,"Univ Western Australia, UWA Oceans Inst, 35 Stirling Hwy, Crawley, WA 6009",Australia,Australia
54,In situ shifts of predominance between autotrophic and heterotrophic feeding in the reef-building coral Mussismilia hispida: an approach using fatty acid trophic markers,CORAL REEFS,2018,SCLERACTINIAN CORAL; STYLOPHORA-PISTILLATA; SYMBIOTIC ZOOXANTHELLAE; MONTASTRAEA-FAVEOLATA; CLADOCORA-CAESPITOSA; BLEACHED CORALS; EASTERN PACIFIC; SKELETAL GROWTH; ZOOPLANKTON; CARBON,"Many species of reef-building corals are mixo-trophic, relying on both photoautotrophy performed by their dinoflagellate symbionts and heterotrophy from consumption of zooplankton. Autotrophy and heterotrophy supply corals with specific omega 3 fatty acids, which can be used as trophic markers and record the contribution of each feeding strategy. This study investigated whether the reef-building coral Mussismilia hispida, endemic to Brazil, is able to shift between predominantly autotrophic and predominantly heterotrophic by monitoring the concentration of fatty acids in the host tissue. We then examined whether shifts are related to changes in temperature and wind stress. For that purpose, M. hispida colonies were monitored for a year with monthly tissue sampling. Symbiont concentration was determined and lipid extraction performed. Four fatty acids were quantitatively analyzed by gas chromatography with flame ionization detector: the autotrophy markers: stearidonic acid (SDA), docosapentaenoic acid (DPA), docosahexaenoic acid (DHA), and a heterotrophy marker: cis-gondoic acid (CGA). Three preliminary experiments confirmed the specificity of SDA, DPA and CGA, but not of DHA. Shifts of predominance occurred multiple times during the year and were associated with minimal temperatures and wind stress. Colonies underwent mild bleaching during summer months, which they seemed to compensate with heterotrophic feeding. Our major findings include the validation of three FATM and a trophic index for coral reef ecology studies and also describing the in situ occurrences of shifts between feeding modes, while highlighting the role of temperature and meteorological events.","","",0,10.1007/s00338-018-1692-z,Field-based,"Univ Sao Paulo, Oceanog Inst, Dept Biol Oceanog, Praca Oceanog 191 Cidade Univ, BR-05508120 Sao Paulo, SP",Brazil,Brazil
55,Nitrogen fixation and diversity of benthic cyanobacterial mats on coral reefs in Curacao,CORAL REEFS,2018,TROPICAL MARINE CYANOBACTERIA; DINITROGEN FIXATION; TUAMOTU ARCHIPELAGO; FRENCH-POLYNESIA; MICROBIAL MATS; TIKEHAU ATOLL; SECONDARY METABOLITES; ENVIRONMENTAL-FACTORS; NATURAL-POPULATIONS; LYNGBYA-MAJUSCULA,"Benthic cyanobacterial mats (BCMs) have increased in abundance on coral reefs worldwide. However, their species diversity and role in nitrogen fixation are poorly understood. We assessed the cyanobacterial diversity of BCMs at four coral reef sites in Curacao, Southern Caribbean. In addition, nitrogen fixation rates of six common mats were measured. Microscopic examinations showed 22 cyanobacterial species, all from the order Oscillatoriales. Species diversity was similar among sites despite differences in overall BCM abundance. Dominant mats were primarily composed of Hydrocoletan glutinosum, Oscillatoria bonnemaisonii or Lyngbya majuscula. However, some mats exhibited highly variable species composition despite consistent macroscopic appearance. 16S rRNA-based phylogeny revealed similar species as those identified by microscopy, with additional sequences of unicellular (Xenococcus and Chroococcidiopsis) and heterocystous (Rivularia and Calothrix) cyanobacteria. Vice versa, morphotypes of Tychonema, Schizothrix and Dichothrix were found by microscopy only. The detection of similar species at the same sites in a study conducted 40 years ago indicates that changes in environmental conditions over these years may have favored indigenous species to bloom, rather than facilitated the introduction and proliferation of invasive species. Nitrogen fixation rates of mats were 3-10 times higher in the light than in the dark. The highest areal nitrogen fixation rate (169.1 mg N m(-2) d(-1)) was recorded in the cyanobacterial patch dominated by O. bonnemaisonii. A scale-up of nitrogen fixation at a site with 26% BCM cover at 7 m depth yielded an aerial rate of 13 mg N m(-2) reef d(-1), which exceeds rates reported in open ocean blooms of Trichodesmiun in the Caribbean. Our results suggest that the Caribbean basin is not only a hotspot for planktonic nitrogen fixation, but also for benthic nitrogen fixation. Because BCMs fix vast amounts of nitrogen, their proliferation will strongly alter the nitrogen budget of coral reefs.","",Tropical Atlantic,0,10.1007/s00338-018-1713-y,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Fahrenheitstr 6, D-28359 Bremen",Germany,Curacao
55,Nitrogen fixation and diversity of benthic cyanobacterial mats on coral reefs in Curacao,CORAL REEFS,2018,TROPICAL MARINE CYANOBACTERIA; DINITROGEN FIXATION; TUAMOTU ARCHIPELAGO; FRENCH-POLYNESIA; MICROBIAL MATS; TIKEHAU ATOLL; SECONDARY METABOLITES; ENVIRONMENTAL-FACTORS; NATURAL-POPULATIONS; LYNGBYA-MAJUSCULA,"Benthic cyanobacterial mats (BCMs) have increased in abundance on coral reefs worldwide. However, their species diversity and role in nitrogen fixation are poorly understood. We assessed the cyanobacterial diversity of BCMs at four coral reef sites in Curacao, Southern Caribbean. In addition, nitrogen fixation rates of six common mats were measured. Microscopic examinations showed 22 cyanobacterial species, all from the order Oscillatoriales. Species diversity was similar among sites despite differences in overall BCM abundance. Dominant mats were primarily composed of Hydrocoletan glutinosum, Oscillatoria bonnemaisonii or Lyngbya majuscula. However, some mats exhibited highly variable species composition despite consistent macroscopic appearance. 16S rRNA-based phylogeny revealed similar species as those identified by microscopy, with additional sequences of unicellular (Xenococcus and Chroococcidiopsis) and heterocystous (Rivularia and Calothrix) cyanobacteria. Vice versa, morphotypes of Tychonema, Schizothrix and Dichothrix were found by microscopy only. The detection of similar species at the same sites in a study conducted 40 years ago indicates that changes in environmental conditions over these years may have favored indigenous species to bloom, rather than facilitated the introduction and proliferation of invasive species. Nitrogen fixation rates of mats were 3-10 times higher in the light than in the dark. The highest areal nitrogen fixation rate (169.1 mg N m(-2) d(-1)) was recorded in the cyanobacterial patch dominated by O. bonnemaisonii. A scale-up of nitrogen fixation at a site with 26% BCM cover at 7 m depth yielded an aerial rate of 13 mg N m(-2) reef d(-1), which exceeds rates reported in open ocean blooms of Trichodesmiun in the Caribbean. Our results suggest that the Caribbean basin is not only a hotspot for planktonic nitrogen fixation, but also for benthic nitrogen fixation. Because BCMs fix vast amounts of nitrogen, their proliferation will strongly alter the nitrogen budget of coral reefs.","",Tropical Atlantic,0,10.1007/s00338-018-1713-y,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Fahrenheitstr 6, D-28359 Bremen",France,Curacao
55,Nitrogen fixation and diversity of benthic cyanobacterial mats on coral reefs in Curacao,CORAL REEFS,2018,TROPICAL MARINE CYANOBACTERIA; DINITROGEN FIXATION; TUAMOTU ARCHIPELAGO; FRENCH-POLYNESIA; MICROBIAL MATS; TIKEHAU ATOLL; SECONDARY METABOLITES; ENVIRONMENTAL-FACTORS; NATURAL-POPULATIONS; LYNGBYA-MAJUSCULA,"Benthic cyanobacterial mats (BCMs) have increased in abundance on coral reefs worldwide. However, their species diversity and role in nitrogen fixation are poorly understood. We assessed the cyanobacterial diversity of BCMs at four coral reef sites in Curacao, Southern Caribbean. In addition, nitrogen fixation rates of six common mats were measured. Microscopic examinations showed 22 cyanobacterial species, all from the order Oscillatoriales. Species diversity was similar among sites despite differences in overall BCM abundance. Dominant mats were primarily composed of Hydrocoletan glutinosum, Oscillatoria bonnemaisonii or Lyngbya majuscula. However, some mats exhibited highly variable species composition despite consistent macroscopic appearance. 16S rRNA-based phylogeny revealed similar species as those identified by microscopy, with additional sequences of unicellular (Xenococcus and Chroococcidiopsis) and heterocystous (Rivularia and Calothrix) cyanobacteria. Vice versa, morphotypes of Tychonema, Schizothrix and Dichothrix were found by microscopy only. The detection of similar species at the same sites in a study conducted 40 years ago indicates that changes in environmental conditions over these years may have favored indigenous species to bloom, rather than facilitated the introduction and proliferation of invasive species. Nitrogen fixation rates of mats were 3-10 times higher in the light than in the dark. The highest areal nitrogen fixation rate (169.1 mg N m(-2) d(-1)) was recorded in the cyanobacterial patch dominated by O. bonnemaisonii. A scale-up of nitrogen fixation at a site with 26% BCM cover at 7 m depth yielded an aerial rate of 13 mg N m(-2) reef d(-1), which exceeds rates reported in open ocean blooms of Trichodesmiun in the Caribbean. Our results suggest that the Caribbean basin is not only a hotspot for planktonic nitrogen fixation, but also for benthic nitrogen fixation. Because BCMs fix vast amounts of nitrogen, their proliferation will strongly alter the nitrogen budget of coral reefs.","",Tropical Atlantic,0,10.1007/s00338-018-1713-y,Field-based,"Max Planck Inst Marine Microbiol MPI Bremen, Celsiusstr 1, D-28359 Bremen",Germany,Curacao
55,Nitrogen fixation and diversity of benthic cyanobacterial mats on coral reefs in Curacao,CORAL REEFS,2018,TROPICAL MARINE CYANOBACTERIA; DINITROGEN FIXATION; TUAMOTU ARCHIPELAGO; FRENCH-POLYNESIA; MICROBIAL MATS; TIKEHAU ATOLL; SECONDARY METABOLITES; ENVIRONMENTAL-FACTORS; NATURAL-POPULATIONS; LYNGBYA-MAJUSCULA,"Benthic cyanobacterial mats (BCMs) have increased in abundance on coral reefs worldwide. However, their species diversity and role in nitrogen fixation are poorly understood. We assessed the cyanobacterial diversity of BCMs at four coral reef sites in Curacao, Southern Caribbean. In addition, nitrogen fixation rates of six common mats were measured. Microscopic examinations showed 22 cyanobacterial species, all from the order Oscillatoriales. Species diversity was similar among sites despite differences in overall BCM abundance. Dominant mats were primarily composed of Hydrocoletan glutinosum, Oscillatoria bonnemaisonii or Lyngbya majuscula. However, some mats exhibited highly variable species composition despite consistent macroscopic appearance. 16S rRNA-based phylogeny revealed similar species as those identified by microscopy, with additional sequences of unicellular (Xenococcus and Chroococcidiopsis) and heterocystous (Rivularia and Calothrix) cyanobacteria. Vice versa, morphotypes of Tychonema, Schizothrix and Dichothrix were found by microscopy only. The detection of similar species at the same sites in a study conducted 40 years ago indicates that changes in environmental conditions over these years may have favored indigenous species to bloom, rather than facilitated the introduction and proliferation of invasive species. Nitrogen fixation rates of mats were 3-10 times higher in the light than in the dark. The highest areal nitrogen fixation rate (169.1 mg N m(-2) d(-1)) was recorded in the cyanobacterial patch dominated by O. bonnemaisonii. A scale-up of nitrogen fixation at a site with 26% BCM cover at 7 m depth yielded an aerial rate of 13 mg N m(-2) reef d(-1), which exceeds rates reported in open ocean blooms of Trichodesmiun in the Caribbean. Our results suggest that the Caribbean basin is not only a hotspot for planktonic nitrogen fixation, but also for benthic nitrogen fixation. Because BCMs fix vast amounts of nitrogen, their proliferation will strongly alter the nitrogen budget of coral reefs.","",Tropical Atlantic,0,10.1007/s00338-018-1713-y,Field-based,"Max Planck Inst Marine Microbiol MPI Bremen, Celsiusstr 1, D-28359 Bremen",France,Curacao
55,Nitrogen fixation and diversity of benthic cyanobacterial mats on coral reefs in Curacao,CORAL REEFS,2018,TROPICAL MARINE CYANOBACTERIA; DINITROGEN FIXATION; TUAMOTU ARCHIPELAGO; FRENCH-POLYNESIA; MICROBIAL MATS; TIKEHAU ATOLL; SECONDARY METABOLITES; ENVIRONMENTAL-FACTORS; NATURAL-POPULATIONS; LYNGBYA-MAJUSCULA,"Benthic cyanobacterial mats (BCMs) have increased in abundance on coral reefs worldwide. However, their species diversity and role in nitrogen fixation are poorly understood. We assessed the cyanobacterial diversity of BCMs at four coral reef sites in Curacao, Southern Caribbean. In addition, nitrogen fixation rates of six common mats were measured. Microscopic examinations showed 22 cyanobacterial species, all from the order Oscillatoriales. Species diversity was similar among sites despite differences in overall BCM abundance. Dominant mats were primarily composed of Hydrocoletan glutinosum, Oscillatoria bonnemaisonii or Lyngbya majuscula. However, some mats exhibited highly variable species composition despite consistent macroscopic appearance. 16S rRNA-based phylogeny revealed similar species as those identified by microscopy, with additional sequences of unicellular (Xenococcus and Chroococcidiopsis) and heterocystous (Rivularia and Calothrix) cyanobacteria. Vice versa, morphotypes of Tychonema, Schizothrix and Dichothrix were found by microscopy only. The detection of similar species at the same sites in a study conducted 40 years ago indicates that changes in environmental conditions over these years may have favored indigenous species to bloom, rather than facilitated the introduction and proliferation of invasive species. Nitrogen fixation rates of mats were 3-10 times higher in the light than in the dark. The highest areal nitrogen fixation rate (169.1 mg N m(-2) d(-1)) was recorded in the cyanobacterial patch dominated by O. bonnemaisonii. A scale-up of nitrogen fixation at a site with 26% BCM cover at 7 m depth yielded an aerial rate of 13 mg N m(-2) reef d(-1), which exceeds rates reported in open ocean blooms of Trichodesmiun in the Caribbean. Our results suggest that the Caribbean basin is not only a hotspot for planktonic nitrogen fixation, but also for benthic nitrogen fixation. Because BCMs fix vast amounts of nitrogen, their proliferation will strongly alter the nitrogen budget of coral reefs.","",Tropical Atlantic,0,10.1007/s00338-018-1713-y,Field-based,"PSL Res Univ, EPHE, UPVD CNRS, CRIOBE USR3278, F-66860 Perpignan",Germany,Curacao
55,Nitrogen fixation and diversity of benthic cyanobacterial mats on coral reefs in Curacao,CORAL REEFS,2018,TROPICAL MARINE CYANOBACTERIA; DINITROGEN FIXATION; TUAMOTU ARCHIPELAGO; FRENCH-POLYNESIA; MICROBIAL MATS; TIKEHAU ATOLL; SECONDARY METABOLITES; ENVIRONMENTAL-FACTORS; NATURAL-POPULATIONS; LYNGBYA-MAJUSCULA,"Benthic cyanobacterial mats (BCMs) have increased in abundance on coral reefs worldwide. However, their species diversity and role in nitrogen fixation are poorly understood. We assessed the cyanobacterial diversity of BCMs at four coral reef sites in Curacao, Southern Caribbean. In addition, nitrogen fixation rates of six common mats were measured. Microscopic examinations showed 22 cyanobacterial species, all from the order Oscillatoriales. Species diversity was similar among sites despite differences in overall BCM abundance. Dominant mats were primarily composed of Hydrocoletan glutinosum, Oscillatoria bonnemaisonii or Lyngbya majuscula. However, some mats exhibited highly variable species composition despite consistent macroscopic appearance. 16S rRNA-based phylogeny revealed similar species as those identified by microscopy, with additional sequences of unicellular (Xenococcus and Chroococcidiopsis) and heterocystous (Rivularia and Calothrix) cyanobacteria. Vice versa, morphotypes of Tychonema, Schizothrix and Dichothrix were found by microscopy only. The detection of similar species at the same sites in a study conducted 40 years ago indicates that changes in environmental conditions over these years may have favored indigenous species to bloom, rather than facilitated the introduction and proliferation of invasive species. Nitrogen fixation rates of mats were 3-10 times higher in the light than in the dark. The highest areal nitrogen fixation rate (169.1 mg N m(-2) d(-1)) was recorded in the cyanobacterial patch dominated by O. bonnemaisonii. A scale-up of nitrogen fixation at a site with 26% BCM cover at 7 m depth yielded an aerial rate of 13 mg N m(-2) reef d(-1), which exceeds rates reported in open ocean blooms of Trichodesmiun in the Caribbean. Our results suggest that the Caribbean basin is not only a hotspot for planktonic nitrogen fixation, but also for benthic nitrogen fixation. Because BCMs fix vast amounts of nitrogen, their proliferation will strongly alter the nitrogen budget of coral reefs.","",Tropical Atlantic,0,10.1007/s00338-018-1713-y,Field-based,"PSL Res Univ, EPHE, UPVD CNRS, CRIOBE USR3278, F-66860 Perpignan",France,Curacao
56,Spatial distribution patterns of phytoplankton biomass and primary productivity in six coral atolls in the central South China Sea,CORAL REEFS,2018,GREAT-BARRIER-REEF; ENVIRONMENTAL-FACTORS; OCEAN ACIDIFICATION; NANSHA ISLANDS; CHLOROPHYLL-A; LAGOON; EUTROPHICATION; COMMUNITIES; WATER; CONSERVATION,"Nutrients' concentration, phytoplankton biomass, and primary productivity were investigated in six coral atolls in the central South China Sea during the southwest monsoon in the early summer. Nutrients' concentrations were generally very low in these atolls, and showed no obvious variation among outer reef slope, reef flat, and lagoon. The spatial variation of phytoplankton biomass and primary productivity were significant among the different regions of the atolls, and generally followed the order of outer reef slope < reef flat < lagoon. Phytoplankton biomass might be a more sensitive indicator than nutrients for the habitat differences in coral atoll ecosystem. The lagoon of Huangyan Atoll showed the highest phytoplankton biomass and primary productivity. The phytoplankton biomass and primary productivity were mainly contributed by pico-phytoplankton. Moreover, our results suggested that there might have a threshold value of Chl a for pico-phytoplankton abundance. When Chl a was higher than this threshold value (about 0.5 mu g L-1), the pico-phytoplankton abundance should not linearly increase with the Chl a concentration. Due to the significantly high-phytoplankton biomass and primary productivity, the anthropogenic eutrophication should be paid attention in the lagoon of Huangyan Atoll.",Indo-Pacific,Central Indo-Pacific,0,10.1007/s00338-018-1717-7,Field-based,"Chinese Acad Sci, CAS Key Lab Trop Marine Bioresources & Ecol, South China Sea Inst Oceanol, Guangzhou, Guangdong",Peoples R China,
56,Spatial distribution patterns of phytoplankton biomass and primary productivity in six coral atolls in the central South China Sea,CORAL REEFS,2018,GREAT-BARRIER-REEF; ENVIRONMENTAL-FACTORS; OCEAN ACIDIFICATION; NANSHA ISLANDS; CHLOROPHYLL-A; LAGOON; EUTROPHICATION; COMMUNITIES; WATER; CONSERVATION,"Nutrients' concentration, phytoplankton biomass, and primary productivity were investigated in six coral atolls in the central South China Sea during the southwest monsoon in the early summer. Nutrients' concentrations were generally very low in these atolls, and showed no obvious variation among outer reef slope, reef flat, and lagoon. The spatial variation of phytoplankton biomass and primary productivity were significant among the different regions of the atolls, and generally followed the order of outer reef slope < reef flat < lagoon. Phytoplankton biomass might be a more sensitive indicator than nutrients for the habitat differences in coral atoll ecosystem. The lagoon of Huangyan Atoll showed the highest phytoplankton biomass and primary productivity. The phytoplankton biomass and primary productivity were mainly contributed by pico-phytoplankton. Moreover, our results suggested that there might have a threshold value of Chl a for pico-phytoplankton abundance. When Chl a was higher than this threshold value (about 0.5 mu g L-1), the pico-phytoplankton abundance should not linearly increase with the Chl a concentration. Due to the significantly high-phytoplankton biomass and primary productivity, the anthropogenic eutrophication should be paid attention in the lagoon of Huangyan Atoll.",Indo-Pacific,Central Indo-Pacific,0,10.1007/s00338-018-1717-7,Field-based,"Guangdong Prov Key Lab Appl Marine Biol, West Xingang Rd 164, Guangzhou 510301, Guangdong",Peoples R China,
57,Sediment addition drives declines in algal turf yield to herbivorous coral reef fishes: implications for reefs and reef fisheries,CORAL REEFS,2018,GREAT-BARRIER-REEF; EPILITHIC ALGAL; PHASE-SHIFTS; COMMUNITY; RESILIENCE; SETTLEMENT; MANAGEMENT; STRESSORS; PATTERNS; NUTRIENT,"Coral reefs around the world are changing rapidly, with overfishing of herbivorous fishes and increased sediment inputs being two of the major local-scale stressors. We therefore assessed the effects of sediment loads and overfishing on the nutritional quality and yield to grazing fishes of algal turfs, within the epilithic algal matrix, on a coral reef at Lizard Island, Australia. Low, ambient and high sediment loads were maintained on turf-covered coral tiles, with and without grazer exclusion cages, for 1 month. Subsequently, algal turfs were removed and analysed for organic carbon and nitrogen content. Under grazer exclusion, sediment additions decreased algal turf biomass by approximately 63%, while algal turf biomass was the highest on tiles with sediments removed. In the presence of grazing fishes, algal turfs in all treatments were cropped by grazers to similar low biomass levels. Nitrogen content of algal turfs followed a similar trend. Effectively, added sediments decreased the potential yield of algal turf biomass and nitrogen to grazing fishes by an average of 2000 and 3300%, respectively. Sediments profoundly affect algal turf yield to grazing herbivorous fishes and, therefore, the productivity of algal turf-based food chains, potentially diminishing reef-based fisheries.","",Central Indo-Pacific,1,10.1007/s00338-018-1718-6,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,Australia
57,Sediment addition drives declines in algal turf yield to herbivorous coral reef fishes: implications for reefs and reef fisheries,CORAL REEFS,2018,GREAT-BARRIER-REEF; EPILITHIC ALGAL; PHASE-SHIFTS; COMMUNITY; RESILIENCE; SETTLEMENT; MANAGEMENT; STRESSORS; PATTERNS; NUTRIENT,"Coral reefs around the world are changing rapidly, with overfishing of herbivorous fishes and increased sediment inputs being two of the major local-scale stressors. We therefore assessed the effects of sediment loads and overfishing on the nutritional quality and yield to grazing fishes of algal turfs, within the epilithic algal matrix, on a coral reef at Lizard Island, Australia. Low, ambient and high sediment loads were maintained on turf-covered coral tiles, with and without grazer exclusion cages, for 1 month. Subsequently, algal turfs were removed and analysed for organic carbon and nitrogen content. Under grazer exclusion, sediment additions decreased algal turf biomass by approximately 63%, while algal turf biomass was the highest on tiles with sediments removed. In the presence of grazing fishes, algal turfs in all treatments were cropped by grazers to similar low biomass levels. Nitrogen content of algal turfs followed a similar trend. Effectively, added sediments decreased the potential yield of algal turf biomass and nitrogen to grazing fishes by an average of 2000 and 3300%, respectively. Sediments profoundly affect algal turf yield to grazing herbivorous fishes and, therefore, the productivity of algal turf-based food chains, potentially diminishing reef-based fisheries.","",Central Indo-Pacific,1,10.1007/s00338-018-1718-6,Field-based,"James Cook Univ, Coll Sci & Engn, Townsville, Qld 4811",Australia,Australia
59,Long-term variation in light intensity on a coral reef,CORAL REEFS,2018,GREAT-BARRIER-REEF; US VIRGIN-ISLANDS; OCEAN ACIDIFICATION; CLIMATE-CHANGE; STYLOPHORA-PISTILLATA; PHYTOPLANKTON BIOMASS; SYMBIOTIC ALGAE; BUILDING CORALS; FLORIDA-KEYS; IN-SITU,"An important goal of coral reef science is to understand the roles played by environmental conditions in determining benthic community structure. Pursuit of this goal typically involves testing for associations between community structure and environmental conditions, and in recent years, attention has focused on temperature and seawater pH. Such analyses are helpful in projecting coral reef community structure into the future, but their efficacy depends on the extent to which changes in community structure are correctly associated with causative processes, and whether future conditions are a subset of those experienced in the past. Here, we describe variation from 2014 to 2017 in one environmental factor, photosynthetically active radiation (PAR), at 19-m depth on the reefs of St. John, US Virgin Islands, and evaluate the extent to which this factor could cause changes in benthic community structure. The transmission of downwelling surface PAR to 19-m depth (TPAR-19) varied from 2.0 to 40.0% among days, and from 4.8 to 15.8% among months within a year, and was lower and more variable in the autumn versus other seasons. Monthly TPAR-19 was inversely associated with monthly rainfall, suggesting that runoff affected seawater clarity. The monthly diffuse attenuation coefficient (Kd-PAR) varied 1.7-fold from 0.097 to 0.164 m(-1) and was within the range expected for coral reefs. Given the high temporal variation in underwater light intensity, and its importance to foundational reef taxa, understanding of the response of coral reefs to temperature and pH (and other factors) will remain incomplete without closer attention to this physical environmental condition.","",Tropical Atlantic,2,10.1007/s00338-018-1721-y,Field-based,"Calif State Univ Northridge, Dept Biol, 18111 Nordhoff St, Northridge",United States,United States
