"","ID","TI","SO","KW","AB","TC","DI","PY","AU","AO","IN","CO"
"77",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Pears, Rachel J.",12,"Great Barrier Reef Marine Pk Author, Townsville, Qld","Australia"
"78",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Pratchett, Morgan S.",13,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld","Australia"
"79",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Skirving, William J.",14,"NOAA, Coral Reef Watch, College Pk","MD USA"
"80",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Skirving, William J.",14,"Global Sci & Technol Inc, Greenbelt","MD USA"
"81",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Stella, Jessica S.",15,"Great Barrier Reef Marine Pk Author, Townsville, Qld","Australia"
"82",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Torda, Gergely",16,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld","Australia"
"83",1684,"Global warming transforms coral reef assemblages","NATURE","GREAT-BARRIER-REEF; CLIMATE-CHANGE; RECOVERY; ANTHROPOCENE; IMPACTS","Global warming is rapidly emerging as a universal threat to ecological integrity and function, highlighting the urgent need for a better understanding of the impact of heat exposure on the resilience of ecosystems and the people who depend on them(1). Here we show that in the aftermath of the record-breaking marine heatwave on the Great Barrier Reef in 2016(2), corals began to die immediately on reefs where the accumulated heat exposure exceeded a critical threshold of degree heating weeks, which was 3-4 degrees C-weeks. After eight months, an exposure of 6 degrees C-weeks or more drove an unprecedented, regional-scale shift in the composition of coral assemblages, reflecting markedly divergent responses to heat stress by different taxa. Fast-growing staghorn and tabular corals suffered a catastrophic die-off, transforming the three-dimensionality and ecological functioning of 29% of the 3,863 reefs comprising the world's largest coral reef system. Our study bridges the gap between the theory and practice of assessing the risk of ecosystem collapse, under the emerging framework for the International Union for Conservation of Nature (IUCN) Red List of Ecosystems(3), by rigorously defining both the initial and collapsed states, identifying the major driver of change, and establishing quantitative collapse thresholds. The increasing prevalence of post-bleaching mass mortality of corals represents a radical shift in the disturbance regimes of tropical reefs, both adding to and far exceeding the influence of recurrent cyclones and other local pulse events, presenting a fundamental challenge to the long-term future of these iconic ecosystems.",56,"10.1038/s41586-018-0041-2",2018,"Torda, Gergely",16,"Australian Inst Marine Sci, Townsville, Qld","Australia"
"84",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Albright, Rebecca",1,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"85",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Albright, Rebecca",1,"Calif Acad Sci, San Francisco","CA 94118 USA"
"86",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Takeshita, Yuichiro",2,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"87",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Takeshita, Yuichiro",2,"Monterey Bay Aquariun Res Inst, Moss Landing","CA 95039 USA"
"88",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Koweek, David A.",3,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"89",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Ninokawa, Aaron",4,"UC Davis Bodega Marine Lab, Bodega Bay","CA 94923 USA"
"90",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Wolfe, Kennedy",5,"Univ Sydney, Sch Med Sci, Sydney, NSW 2006","Australia"
"91",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Rivlin, Tanya",6,"Hebrew Univ Jerusalem, Interuniv Inst Marine Sci, H Steinitz Marine Biol Lab, IL-8810300 Coral Beach, Eilat","Israel"
"92",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Rivlin, Tanya",6,"Hebrew Univ Jerusalem, Fredy & Nadine Herrman Inst Earth Sci, Edmond J Safra Campus, IL-9190401 Jerusalem","Israel"
"93",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Nebuchina, Yana",7,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"94",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Young, Jordan",8,"UC Davis Bodega Marine Lab, Bodega Bay","CA 94923 USA"
"95",1685,"Carbon dioxide addition to coral reef waters suppresses net community calcification","NATURE","OCEAN ACIDIFICATION; ALKALINITY CHANGES; SEAWATER; MARINE; CO2; DISSOCIATION; ACID; DISSOLUTION; ENRICHMENT; CONSTANTS","Coral reefs feed millions of people worldwide, provide coastal protection and generate billions of dollars annually in tourism revenue(1). The underlying architecture of a reef is a biogenic carbonate structure that accretes over many years of active biomineralizat ion by calcifying organisms, including corals and algae(2). Ocean acidification poses a chronic threat to coral reefs by reducing the saturation state of the aragonite mineral of which coral skeletons are primarily composed, and lowering the concentration of carbonate ions required to maintain the carbonate reef. Reduced calcification, coupled with increased bioerosion and dissolution(3), may drive reefs into a state of net loss this century(4). Our ability to predict changes in ecosystem function and associated services ultimately hinges on our understanding of community- and ecosystem-scale responses. Past research has primarily focused on the responses of individual species rather than evaluating more complex, community-level responses. Here we use an in situ carbon dioxide enrichment experiment to quantify the net calcification response of a coral reef flat to acidification. We present an estimate of community-scale calcification sensitivity to ocean acidification that is, to our knowledge, the first to be based on a controlled experiment in the natural environment. This estimate provides evidence that near-future reductions in the aragonite saturation state will compromise the ecosystem function of coral reefs.",14,"10.1038/nature25968",2018,"Caldeira, Ken",9,"Carnegie Inst Sci, Dept Global Ecol, Stanford","CA 94305 USA"
"96",1686,"Coral reefs will transition to net dissolving before end of century","SCIENCE","OCEAN ACIDIFICATION; CALCIUM-CARBONATE; CLIMATE-CHANGE; DISSOLUTION; CALCIFICATION; CHEMISTRY; SEAWATER; SEDIMENTS; FUTURE; FLOW","Ocean acidification refers to the lowering of the ocean's pH due to the uptake of anthropogenic CO2 from the atmosphere. Coral reef calcification is expected to decrease as the oceans become more acidic. Dissolving calciumcarbonate (CaCO3) sands could greatly exacerbate reef loss associated with reduced calcification but is presently poorly constrained. Here we show that CaCO3 dissolution in reef sediments across five globally distributed sites is negatively correlated with the aragonite saturation state (War) of overlying seawater and that CaCO3 sediment dissolution is 10-fold more sensitive to ocean acidification than coral calcification. Consequently, reef sediments globally will transition from net precipitation to net dissolution when seawater War reaches 2.92 +/- 0.16 (expected circa 2050 CE). Notably, some reefs are already experiencing net sediment dissolution.",20,"10.1126/science.aao1118",2018,"Eyre, Bradley D.",1,"Southern Cross Univ, Sch Environm Sci & Engn, Ctr Coastal Biogeochem, Lismore, NSW 2480","Australia"
"97",1686,"Coral reefs will transition to net dissolving before end of century","SCIENCE","OCEAN ACIDIFICATION; CALCIUM-CARBONATE; CLIMATE-CHANGE; DISSOLUTION; CALCIFICATION; CHEMISTRY; SEAWATER; SEDIMENTS; FUTURE; FLOW","Ocean acidification refers to the lowering of the ocean's pH due to the uptake of anthropogenic CO2 from the atmosphere. Coral reef calcification is expected to decrease as the oceans become more acidic. Dissolving calciumcarbonate (CaCO3) sands could greatly exacerbate reef loss associated with reduced calcification but is presently poorly constrained. Here we show that CaCO3 dissolution in reef sediments across five globally distributed sites is negatively correlated with the aragonite saturation state (War) of overlying seawater and that CaCO3 sediment dissolution is 10-fold more sensitive to ocean acidification than coral calcification. Consequently, reef sediments globally will transition from net precipitation to net dissolution when seawater War reaches 2.92 +/- 0.16 (expected circa 2050 CE). Notably, some reefs are already experiencing net sediment dissolution.",20,"10.1126/science.aao1118",2018,"Cyronak, Tyler",2,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla","CA 92093 USA"
