"","ID","TI","SO","KW","AB","AF","TC","DI","PY","au","AO"
"28",1492,"Influence of depth on sex-specific energy allocation patterns in a tropical reef fish","CORAL REEFS","CORAL-REEF; LIFE-HISTORY; POSTSETTLEMENT PROCESSES; HABITAT STRUCTURE; ONTOGENIC SHIFTS; SEASONAL-CHANGES; BODY CONDITION; MARINE FISH; GROWTH; LARVAL","The effect of depth on the distribution and sex-specific energy allocation patterns of a common coral reef fish, Chrysiptera rollandi (Pomacentridae), was investigated using depth-stratified collections over a broad depth range (5-39 m) and a translocation experiment. C. rollandi consistently selected rubble habitats at each depth, however abundance patterns did not reflect the availability of the preferred microhabitat suggesting a preference for depth as well as microhabitat. Reproductive investment (gonado-somatic index), energy stores (liver cell density and hepatocyte vacuolation), and overall body condition (hepato-somatic index and Fulton's K) of female fish varied significantly among depths and among the three reefs sampled. Male conspecifics displayed no variation between depth or reef. Depth influenced growth dynamics, with faster initial growth rates and smaller mean asymptotic lengths with decreasing depth. In female fish, relative gonad weight and overall body condition (Fulton's K and hepato-somatic index) were generally higher in shallower depths (<= 10 m). Hepatic lipid storage was highest at the deepest sites sampled on each reef, whereas hepatic glycogen stores tended to decrease with depth. Depth was found to influence energy allocation dynamics in C. rollandi. While it is unclear what processes directly influenced the depth-related patterns in energy allocation, this study shows that individuals across a broad depth gradient are not all in the same physiological state and may contribute differentially to the population reproductive output.","James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia",19,"10.1007/s00338-007-0246-6",2007,"Hoey, J.",1
"29",1492,"Influence of depth on sex-specific energy allocation patterns in a tropical reef fish","CORAL REEFS","CORAL-REEF; LIFE-HISTORY; POSTSETTLEMENT PROCESSES; HABITAT STRUCTURE; ONTOGENIC SHIFTS; SEASONAL-CHANGES; BODY CONDITION; MARINE FISH; GROWTH; LARVAL","The effect of depth on the distribution and sex-specific energy allocation patterns of a common coral reef fish, Chrysiptera rollandi (Pomacentridae), was investigated using depth-stratified collections over a broad depth range (5-39 m) and a translocation experiment. C. rollandi consistently selected rubble habitats at each depth, however abundance patterns did not reflect the availability of the preferred microhabitat suggesting a preference for depth as well as microhabitat. Reproductive investment (gonado-somatic index), energy stores (liver cell density and hepatocyte vacuolation), and overall body condition (hepato-somatic index and Fulton's K) of female fish varied significantly among depths and among the three reefs sampled. Male conspecifics displayed no variation between depth or reef. Depth influenced growth dynamics, with faster initial growth rates and smaller mean asymptotic lengths with decreasing depth. In female fish, relative gonad weight and overall body condition (Fulton's K and hepato-somatic index) were generally higher in shallower depths (<= 10 m). Hepatic lipid storage was highest at the deepest sites sampled on each reef, whereas hepatic glycogen stores tended to decrease with depth. Depth was found to influence energy allocation dynamics in C. rollandi. While it is unclear what processes directly influenced the depth-related patterns in energy allocation, this study shows that individuals across a broad depth gradient are not all in the same physiological state and may contribute differentially to the population reproductive output.","James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia",19,"10.1007/s00338-007-0246-6",2007,"McCormick, M. I.",2
"30",1492,"Influence of depth on sex-specific energy allocation patterns in a tropical reef fish","CORAL REEFS","CORAL-REEF; LIFE-HISTORY; POSTSETTLEMENT PROCESSES; HABITAT STRUCTURE; ONTOGENIC SHIFTS; SEASONAL-CHANGES; BODY CONDITION; MARINE FISH; GROWTH; LARVAL","The effect of depth on the distribution and sex-specific energy allocation patterns of a common coral reef fish, Chrysiptera rollandi (Pomacentridae), was investigated using depth-stratified collections over a broad depth range (5-39 m) and a translocation experiment. C. rollandi consistently selected rubble habitats at each depth, however abundance patterns did not reflect the availability of the preferred microhabitat suggesting a preference for depth as well as microhabitat. Reproductive investment (gonado-somatic index), energy stores (liver cell density and hepatocyte vacuolation), and overall body condition (hepato-somatic index and Fulton's K) of female fish varied significantly among depths and among the three reefs sampled. Male conspecifics displayed no variation between depth or reef. Depth influenced growth dynamics, with faster initial growth rates and smaller mean asymptotic lengths with decreasing depth. In female fish, relative gonad weight and overall body condition (Fulton's K and hepato-somatic index) were generally higher in shallower depths (<= 10 m). Hepatic lipid storage was highest at the deepest sites sampled on each reef, whereas hepatic glycogen stores tended to decrease with depth. Depth was found to influence energy allocation dynamics in C. rollandi. While it is unclear what processes directly influenced the depth-related patterns in energy allocation, this study shows that individuals across a broad depth gradient are not all in the same physiological state and may contribute differentially to the population reproductive output.","James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia",19,"10.1007/s00338-007-0246-6",2007,"Hoey, A. S.",3
"31",1493,"A late Miocene low-nutrient window for Caribbean reef formation?","CORAL REEFS","ISOTOPE STRATIGRAPHY; MARINE RECORD; COSTA-RICA; EXTINCTION; CORALS; TEMPERATURE; EVOLUTION; TURNOVER; ISTHMUS; CLOSURE","Miocene and Pliocene reef tracts of the Caribbean were less common and smaller than older Oligocene and younger Pleistocene to Recent reefs. In the present study, samples from the Arroyo Bellaco exposures in the Cibao Valley, northern Dominican Republic were analyzed for Sr-87/Sr-86 to refine the age for a rare, well-developed Mio-Pliocene reef sequence. A mean age of 6.2 million years old (Ma) was determined for the reef. This age places the reef in the latter part of the late Miocene Messinian stage. The reef originated in a low-nutrient window at the end of a global cooling event and sea level lowstand, coincident with a period of decreased upwelling intensity from 6.2 to 5.8 Ma. Reef demise is attributed to a latest Miocene transgression and an associated pulse of marine siliciclastic deposition.","Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA; Univ Miami, Dept Geol Sci, Coral Gables, FL 33124 USA; Univ Iowa, Dept Geosci, Iowa City, IA 52242 USA",6,"10.1007/s00338-007-0254-6",2007,"Maier, K. L.",1
"32",1493,"A late Miocene low-nutrient window for Caribbean reef formation?","CORAL REEFS","ISOTOPE STRATIGRAPHY; MARINE RECORD; COSTA-RICA; EXTINCTION; CORALS; TEMPERATURE; EVOLUTION; TURNOVER; ISTHMUS; CLOSURE","Miocene and Pliocene reef tracts of the Caribbean were less common and smaller than older Oligocene and younger Pleistocene to Recent reefs. In the present study, samples from the Arroyo Bellaco exposures in the Cibao Valley, northern Dominican Republic were analyzed for Sr-87/Sr-86 to refine the age for a rare, well-developed Mio-Pliocene reef sequence. A mean age of 6.2 million years old (Ma) was determined for the reef. This age places the reef in the latter part of the late Miocene Messinian stage. The reef originated in a low-nutrient window at the end of a global cooling event and sea level lowstand, coincident with a period of decreased upwelling intensity from 6.2 to 5.8 Ma. Reef demise is attributed to a latest Miocene transgression and an associated pulse of marine siliciclastic deposition.","Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA; Univ Miami, Dept Geol Sci, Coral Gables, FL 33124 USA; Univ Iowa, Dept Geosci, Iowa City, IA 52242 USA",6,"10.1007/s00338-007-0254-6",2007,"Klaus, J. S.",2
"33",1493,"A late Miocene low-nutrient window for Caribbean reef formation?","CORAL REEFS","ISOTOPE STRATIGRAPHY; MARINE RECORD; COSTA-RICA; EXTINCTION; CORALS; TEMPERATURE; EVOLUTION; TURNOVER; ISTHMUS; CLOSURE","Miocene and Pliocene reef tracts of the Caribbean were less common and smaller than older Oligocene and younger Pleistocene to Recent reefs. In the present study, samples from the Arroyo Bellaco exposures in the Cibao Valley, northern Dominican Republic were analyzed for Sr-87/Sr-86 to refine the age for a rare, well-developed Mio-Pliocene reef sequence. A mean age of 6.2 million years old (Ma) was determined for the reef. This age places the reef in the latter part of the late Miocene Messinian stage. The reef originated in a low-nutrient window at the end of a global cooling event and sea level lowstand, coincident with a period of decreased upwelling intensity from 6.2 to 5.8 Ma. Reef demise is attributed to a latest Miocene transgression and an associated pulse of marine siliciclastic deposition.","Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA; Univ Miami, Dept Geol Sci, Coral Gables, FL 33124 USA; Univ Iowa, Dept Geosci, Iowa City, IA 52242 USA",6,"10.1007/s00338-007-0254-6",2007,"McNeill, D. F.",3
"34",1493,"A late Miocene low-nutrient window for Caribbean reef formation?","CORAL REEFS","ISOTOPE STRATIGRAPHY; MARINE RECORD; COSTA-RICA; EXTINCTION; CORALS; TEMPERATURE; EVOLUTION; TURNOVER; ISTHMUS; CLOSURE","Miocene and Pliocene reef tracts of the Caribbean were less common and smaller than older Oligocene and younger Pleistocene to Recent reefs. In the present study, samples from the Arroyo Bellaco exposures in the Cibao Valley, northern Dominican Republic were analyzed for Sr-87/Sr-86 to refine the age for a rare, well-developed Mio-Pliocene reef sequence. A mean age of 6.2 million years old (Ma) was determined for the reef. This age places the reef in the latter part of the late Miocene Messinian stage. The reef originated in a low-nutrient window at the end of a global cooling event and sea level lowstand, coincident with a period of decreased upwelling intensity from 6.2 to 5.8 Ma. Reef demise is attributed to a latest Miocene transgression and an associated pulse of marine siliciclastic deposition.","Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA; Univ Miami, Dept Geol Sci, Coral Gables, FL 33124 USA; Univ Iowa, Dept Geosci, Iowa City, IA 52242 USA",6,"10.1007/s00338-007-0254-6",2007,"Budd, A. F.",4
"35",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Ledlie, M. H.",1
"36",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Graham, N. A. J.",2
"37",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Bythell, J. C.",3
"38",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Wilson, S. K.",4
"39",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Jennings, S.",5
"40",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Polunin, N. V. C.",6
"41",1494,"Phase shifts and the role of herbivory in the resilience of coral reefs","CORAL REEFS","URCHIN DIADEMA-ANTILLARUM; GREAT-BARRIER-REEF; FISH COMMUNITIES; CLIMATE-CHANGE; MASS MORTALITY; INDIAN-OCEAN; HABITAT COMPLEXITY; CARIBBEAN CORALS; BLEACHING EVENT; MARINE RESERVES","Cousin Island marine reserve (Seychelles) has been an effectively protected no-take marine protected area (MPA) since 1968 and was shown in 1994 to support a healthy herbivorous fish assemblage. In 1998 Cousin Island reefs suffered extensive coral mortality following a coral bleaching event, and a phase shift from coral to algal dominance ensued. By 2005 mean coral cover was < 1%, structural complexity had fallen and there had been a substantial increase in macroalgal cover, up to 40% in some areas. No clear trends were apparent in the overall numerical abundance and biomass of herbivorous fishes between 1994 and 2005, although smaller individuals became relatively scarce, most likely due to the loss of reef structure. Analysis of the feeding habits of six abundant and representative herbivorous fish species around Cousin Island in 2006 demonstrated that epilithic algae were the preferred food resource of all species and that macroalgae were avoided. Given the current dominance of macroalgae and the apparent absence of macroalgal consumers, it is suggested that the increasing abundance of macroalgae is reducing the probability of the system reverting to a coral dominated state.","Univ Newcastle, Sch Marine Sci & Technol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Ctr Environm Fisheries & Aquaculture Sci, Lowestoft Lab, Lowestoft NR33 0HT, Suffolk, England; Ctr Environm & Educ, Roche Caiman, Mahe, Seychelles",109,"10.1007/s00338-007-0230-1",2007,"Hardcastle, J.",7
"42",1495,"Vertical zonation of megabenthic taxa on a deep photosynthetic reef (50-140 m) in the Au'au Channel, Hawaii","CORAL REEFS","SCLERACTINIAN CORALS; BIOLOGICAL ZONATION; UNCHARTED SEAMOUNT; ENEWETAK-ATOLL; TWILIGHT ZONE; ISLAND; LIMITS; COMMUNITIES; DIVERSITY; HALIMEDA","This study surveyed several locations at depths between 50 and 140 m within the Au'au Channel, Hawaii to characterize the deep reef habitat and determine the depth distribution and relative abundance of the dominant, habitat forming megabenthic taxa. In the Au'au Channel, the depth distribution of megabenthic taxa exhibited a pattern of vertical zonation with relatively few taxa dominating each zone. Macroalgae particularly Halimeda spp. and to a lesser extent scleractinian corals Leptoseris spp. were dominant between 50 and 80 m; Leptoseris spp. were dominant between 80 and 90 m as macroalgae decreased in abundance; the invasive octocoral Carijoa riisei was dominant between 90 and 100 m primarily on rugose features; Antipathes spp. and Leptoseris spp. were dominant between 100 and 120 m on exposed fossil reef; and small wire corals were dominant between 120 and 140 m. In general, the percentage of live benthic cover decreased with depth, particularly below 90 m where a large majority of the area was uncolonized, soft substrata. The gradient of downwelling light intensity appears to play a major role in regulating the depth distribution of photosynthetic organisms, skilophilous organisms, and other benthic fauna, which compete for space with dominant photosynthetic species. The depth of the seasonal thermocline also appears to play an important role in limiting the distribution of tropical benthic species.","Univ Hawaii, Dept Oceanog, Honolulu, HI 96822 USA; Univ Hawaii, Hawaii Undersea Res Lab, Honolulu, HI 96822 USA",62,"10.1007/s00338-007-0253-7",2007,"Kahng, S. E.",1
"43",1495,"Vertical zonation of megabenthic taxa on a deep photosynthetic reef (50-140 m) in the Au'au Channel, Hawaii","CORAL REEFS","SCLERACTINIAN CORALS; BIOLOGICAL ZONATION; UNCHARTED SEAMOUNT; ENEWETAK-ATOLL; TWILIGHT ZONE; ISLAND; LIMITS; COMMUNITIES; DIVERSITY; HALIMEDA","This study surveyed several locations at depths between 50 and 140 m within the Au'au Channel, Hawaii to characterize the deep reef habitat and determine the depth distribution and relative abundance of the dominant, habitat forming megabenthic taxa. In the Au'au Channel, the depth distribution of megabenthic taxa exhibited a pattern of vertical zonation with relatively few taxa dominating each zone. Macroalgae particularly Halimeda spp. and to a lesser extent scleractinian corals Leptoseris spp. were dominant between 50 and 80 m; Leptoseris spp. were dominant between 80 and 90 m as macroalgae decreased in abundance; the invasive octocoral Carijoa riisei was dominant between 90 and 100 m primarily on rugose features; Antipathes spp. and Leptoseris spp. were dominant between 100 and 120 m on exposed fossil reef; and small wire corals were dominant between 120 and 140 m. In general, the percentage of live benthic cover decreased with depth, particularly below 90 m where a large majority of the area was uncolonized, soft substrata. The gradient of downwelling light intensity appears to play a major role in regulating the depth distribution of photosynthetic organisms, skilophilous organisms, and other benthic fauna, which compete for space with dominant photosynthetic species. The depth of the seasonal thermocline also appears to play an important role in limiting the distribution of tropical benthic species.","Univ Hawaii, Dept Oceanog, Honolulu, HI 96822 USA; Univ Hawaii, Hawaii Undersea Res Lab, Honolulu, HI 96822 USA",62,"10.1007/s00338-007-0253-7",2007,"Kelley, C. D.",2
"44",1496,"Substratum preferences in planula larvae of two species of scleractinian corals, Goniastrea retiformis and Stylaraea punctata","MARINE BIOLOGY","METAMORPHOSIS; SETTLEMENT; RECRUITMENT; CONSEQUENCES; SURVIVORSHIP; COMPETENCE; SELECTION; SURVIVAL; BEHAVIOR; PACIFIC","To test whether coral planulae recruit randomly to different coral reef habitats or have specific substratum preferences, the settling behavior of planulae from two shallow water coral species from Pago Bay, Guam (13 degrees 25.02N, 144 degrees 47.30E) were examined in the laboratory in June and July of 1995. Goniastrea retiformis is generally restricted to the shallow reef front (< 10 m depth) in areas dominated by crustose coralline algae (CCA), while Stylaraea punctata is abundant on inner reef flats were CCA coverage is low and sand and carbonate rubble covered by biofilms is common. When presented with four substrata (1) carbonate rock scrubbed free of biofilm and dried as a control, (2) the CCA Hydrolithon reinboldii, (3) the CCA Peyssonelia sp., and (4) naturally conditioned carbonate rubble covered by a biofilm, G. retiformis larvae showed a significant preference for H. reinboldii, and S. punctata larvae for the carbonate biofilm treatment. The preference shown by S. punctata larvae for biofilmed surfaces did not diminish with increasing larval age up to 11 days. These results suggest that the larvae of both species are capable of habitat selection, and that the preferred substrata among those tested bears a relationship to the habitats in which adult colonies were found.","Palau Int Coral Reef Ctr, Koror 96940, PW, Palau; Univ Hawaii Manoa, Kewalo Marine Lab, Honolulu, HI 96813 USA",38,"10.1007/s00227-007-0717-x",2007,"Golbuu, Yimnang",1
"45",1496,"Substratum preferences in planula larvae of two species of scleractinian corals, Goniastrea retiformis and Stylaraea punctata","MARINE BIOLOGY","METAMORPHOSIS; SETTLEMENT; RECRUITMENT; CONSEQUENCES; SURVIVORSHIP; COMPETENCE; SELECTION; SURVIVAL; BEHAVIOR; PACIFIC","To test whether coral planulae recruit randomly to different coral reef habitats or have specific substratum preferences, the settling behavior of planulae from two shallow water coral species from Pago Bay, Guam (13 degrees 25.02N, 144 degrees 47.30E) were examined in the laboratory in June and July of 1995. Goniastrea retiformis is generally restricted to the shallow reef front (< 10 m depth) in areas dominated by crustose coralline algae (CCA), while Stylaraea punctata is abundant on inner reef flats were CCA coverage is low and sand and carbonate rubble covered by biofilms is common. When presented with four substrata (1) carbonate rock scrubbed free of biofilm and dried as a control, (2) the CCA Hydrolithon reinboldii, (3) the CCA Peyssonelia sp., and (4) naturally conditioned carbonate rubble covered by a biofilm, G. retiformis larvae showed a significant preference for H. reinboldii, and S. punctata larvae for the carbonate biofilm treatment. The preference shown by S. punctata larvae for biofilmed surfaces did not diminish with increasing larval age up to 11 days. These results suggest that the larvae of both species are capable of habitat selection, and that the preferred substrata among those tested bears a relationship to the habitats in which adult colonies were found.","Palau Int Coral Reef Ctr, Koror 96940, PW, Palau; Univ Hawaii Manoa, Kewalo Marine Lab, Honolulu, HI 96813 USA",38,"10.1007/s00227-007-0717-x",2007,"Richmond, Robert H.",2
