ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
479,"Robbins, W. D.; Renaud, P.","Foraging mode of the grey reef shark, Carcharhinus amblyrhynchos, under two different scenarios",CORAL REEFS,CORAL-REEF; APEX PREDATORS; TROPHIC INTERACTIONS; HAWAIIAN-ISLANDS; CENTRAL PACIFIC; DIET; ECOLOGY; FISHES; CARPENTARIA; AUSTRALIA,"Knowledge of an animal's predatory interactions provides insight into its ecological role. Until now, investigation of reef shark predation has relied on artificial stimuli to facilitate feeding events, with few sightings of natural predation events. Here we document two different foraging modes of the grey reef shark, Carcharhinus amblyrhynchos (f. Carcharhinidae), recorded without the influence of baits or burley. The first mode saw an aggregation of sharks targeting a morning mass spawning event of marbled grouper (f. Serranidae). We observed 120 separate grouper spawns over a 104-min period. Detailed analysis of 52 spawns showed an average of five groupers and 2.7 sharks involved in each spawn, with sharks usually on site within 1.29 s of spawn initiation. The success rate of investigating sharks was relatively low (8.1 %), and conspecific competition, rather than cooperative behaviour, was repeatedly observed among sharks. The second foraging mode documented was the nocturnal predation of individual fishes in the same reef pass 2 weeks later. Here, 128 separate fish pursuits were observed, with fusiliers (f. Caesionidae) comprising 88 % of targeted individuals. Multiple sharks usually investigated each fish, with over 300 interaction events recorded. Over 100 bite attempts were observed, and again the rate of predation was low, with fish taken in only 5.3 % of investigations (16 % of attempted bites). Our findings show that grey reef sharks naturally prey on species across a range of trophic levels, employing foraging techniques optimised for prey species and circumstance. Although a high-order mesopredator, the low rates of predation success observed suggest that grey reef sharks may have limited direct impact on lower-trophic-order species; however, this remains to be verified.","[Robbins, W. D.] Wildlife Marine, Perth, WA 6020, Australia; [Renaud, P.] Khaled Bin Sultan Living Oceans Fdn, Landover, MD 20785 USA",5,10.1007/s00338-015-1366-z,2016
480,"Thillainath, Emma C.; McIlwain, Jennifer L.; Wilson, Shaun K.; Depczynski, Martial","Estimating the role of three mesopredatory fishes in coral reef food webs at Ningaloo Reef, Western Australia",CORAL REEFS,TROUT PLECTROPOMUS-LEOPARDUS; HABITAT STRUCTURE; COMMUNITIES; MORTALITY; GROUPER; PREY; ASSEMBLAGES; SERRANIDAE; PREDATION; ABUNDANCE,"Within the complex food webs that occur on coral reefs, mesopredatory fish consume small-bodied prey and transfer accumulated biomass to other trophic levels. We estimated biomass, growth and mortality rates of three common mesopredators from Ningaloo Reef in Western Australia to calculate their annual turnover rates and potential contribution to local trophic dynamics. Biomass estimates of the serranid Epinephelus rivulatus (4.46 +/- A 0.76 g m(-2)) were an order of magnitude greater than two smaller-bodied mesopredatory fishes, Pseudochromis fuscus (0.10 +/- A 0.03 g m(-2)) and Parapercis clathrata (0.23 +/- A 0.31 g m(-2)). Growth parameters generated from a von Bertalanffy growth function fitted to size-at-age data, however, indicated that mortality rates for the three mesopredators were similar and that 32-55 % of fish survived each year. Consequently, interspecific differences in annual turnover rates among E. rivulatus (1.9 g m(-2) yr(-1)), Pa. clathrata (0.10 g m(-2) yr(-1)) and Ps. fuscus (0.07 g m(-2) yr(-1)) were an artefact of differences in local biomass estimates. The rapid turnover estimates for E. rivulatus suggest this species is an important conduit of energy within the isolated patch reef habitat where it is typically found, while Ps. fuscus and Pa. clathrata channel smaller amounts of energy from specific habitats in the Ningaloo lagoon. Apparent differences in habitat, diet and turnover rates of the three species examined provide an insight into the different roles these species play in coral reef food webs and suggest that life-history traits allow for variability in the local and spatial contribution of these species at Ningaloo Reef. Moreover, calculating turnover rates of a broader suite of fish species from a range of trophic groups will help better define the role of fishes in coral reef trophic dynamics.","[Thillainath, Emma C.; McIlwain, Jennifer L.] Curtin Univ, Dept Environm & Agr, POB 1987, Bentley, WA 6102, Australia; [Wilson, Shaun K.] Dept Pk & Wildlife, Marine Sci Program, Kensington, WA 6151, Australia; [Depczynski, Martial] Univ Western Australia, Oceans Inst, Australian Inst Marine Sci, 35 Stirling Highway, Crawley, WA 6009, Australia; [Wilson, Shaun K.; Depczynski, Martial] Univ Western Australia, Oceans Inst, Crawley, WA 6009, Australia",3,10.1007/s00338-015-1367-y,2016
481,"Bernard, A. M.; Feldheim, K. A.; Nemeth, R.; Kadison, E.; Blondeau, J.; Semmens, B. X.; Shivji, M. S.",The ups and downs of coral reef fishes: the genetic characteristics of a formerly severely overfished but currently recovering Nassau grouper fish spawning aggregation,CORAL REEFS,ALLELE FREQUENCY DATA; MULTILOCUS GENOTYPE DATA; EPINEPHELUS-STRIATUS; POPULATION-STRUCTURE; MICROSATELLITE LOCI; COMPUTER-PROGRAM; DETECTING BOTTLENECKS; DIFFERENTIATION; SIZE; MARKERS,"The Nassau grouper (Epinephelus striatus) has sustained large declines across its distribution, including extirpation of many of its fish spawning aggregations (FSAs). Within US Virgin Islands (USVI) waters, Nassau grouper FSAs were overfished until their disappearance in the 1970s and 1980s. In the early 2000s, however, Nassau grouper were found gathering at Grammanik Bank, USVI, a mesophotic coral reef adjacent to one of the extinct aggregation sites, and regulatory protective measures were implemented to protect this fledgling FSA. The population genetic dynamics of this rapid FSA deterioration followed by protection-facilitated, incipient recovery are unknown. We addressed two objectives: (1) we explored which factors (i.e., local vs. external recruitment) might be key in shaping the USVI FSA recovery; and (2) we examined the consequences of severe past overfishing on this FSA's current genetic status. We genotyped individuals (15 microsatellites) from the USVI FSA comprising three successive spawning years (2008-2010), as well as individuals from a much larger, presumably less impacted, Nassau grouper FSA in the Cayman Islands, to assess their comparative population dynamics. No population structure was detected between the USVI and Cayman FSAs (F (ST) = -0.0004); however, a temporally waning, genetic bottleneck signal was detected in the USVI FSA. Parentage analysis failed to identify any parent-offspring matches between USVI FSA adults and nearby juveniles, and relatedness analysis showed low levels of genetic relatedness among USVI FSA individuals. Genetic diversity across USVI FSA temporal collections was relatively high, and no marked differences were found between the USVI and Cayman FSAs. These collective results suggest that external recruitment is an important driver of the USVI FSA recovery. Furthermore, despite an apparent genetic bottleneck, the genetic diversity of USVI Nassau grouper has not been severely compromised. Our findings also provide a baseline for future genetic monitoring of the nascent USVI aggregation.","[Bernard, A. M.; Shivji, M. S.] Nova SE Univ, Natl Coral Reef Inst, 8000 North Ocean Dr, Dania, FL 33004 USA; [Bernard, A. M.; Shivji, M. S.] Nova SE Univ, Guy Harvey Res Inst, Oceanog Ctr, 8000 North Ocean Dr, Dania, FL 33004 USA; [Feldheim, K. A.] Field Museum Nat Hist, Pritzker Lab Mol Systemat & Evolut, 1400 South Lake Shore Dr, Chicago, IL 60605 USA; [Nemeth, R.; Kadison, E.; Blondeau, J.] Univ Virgin Islands, Ctr Marine & Environm Studies, St Thomas, VI 00802 USA; [Semmens, B. X.] Univ Calif San Diego, Scripps Inst Oceanog, 9500 Gilman Dr, La Jolla, CA 92039 USA; [Semmens, B. X.] REEF, POB 246, Key Largo, FL 33037 USA",3,10.1007/s00338-015-1370-3,2016
482,"Lamy, T.; Galzin, R.; Kulbicki, M.; de Loma, T. Lison; Claudet, J.",Three decades of recurrent declines and recoveries in corals belie ongoing change in fish assemblages,CORAL REEFS,GREAT-BARRIER-REEF; REGION-WIDE DECLINES; FRENCH-POLYNESIA; ACANTHASTER-PLANCI; NATURAL DISTURBANCES; NEW-CALEDONIA; PHASE-SHIFTS; BASE-LINES; COMMUNITIES; MOOREA,"Coral reefs are increasingly being altered by a myriad of anthropogenic activities and natural disturbances. Long-term studies offer unique opportunities to understand how multiple and recurrent disturbances can influence coral reef resilience and long-term dynamics. While the long-term dynamics of coral assemblages have been extensively documented, the long-term dynamics of coral reef fish assemblages have received less attention. Here, we describe the changes in fish assemblages on Tiahura reef, Moorea, from 1979 to 2011. During this 33-yr period, Tiahura was exposed to multiple disturbances (crown-of-thorns seastar outbreaks and cyclones) that caused recurrent declines and recoveries of coral cover and changes in the dominant coral genera. These shifts in coral composition were associated with long-term cascading effects on fish assemblages. The composition and trophic structure of fish assemblages continuously shifted without returning to their initial composition, whereas fish species richness remained stable, albeit with a small increase over time. We detected nonlinear responses of fish density when corals were most degraded. When coral cover dropped below 10 % following a severe crown-of-thorns sea star outbreak, the density of most fish trophic groups sharply decreased. Our study shows that historical contingency may potentially be an important but largely underestimated factor explaining the contemporary structure of reef fish assemblages and suggests that temporal stability in their structure and function should not necessarily be the target of management strategies that aim at increasing or maintaining coral reef resilience.","[Lamy, T.; Galzin, R.; de Loma, T. Lison; Claudet, J.] CNRS EPHE UPVD, CRIOBE, Natl Ctr Sci Res, USR 3278, F-66860 Perpignan, France; [Lamy, T.; Galzin, R.; Kulbicki, M.; de Loma, T. Lison; Claudet, J.] Lab Excellence CORAIL, Perpignan, France; [Lamy, T.] Univ Montreal, Dept Sci Biol, CP 6128,Succursale Ctr Ville, Montreal, PQ H3C 3J7, Canada; [Kulbicki, M.] Univ Perpignan, IRD, UMR Entropie, F-66025 Perpignan, France",17,10.1007/s00338-015-1371-2,2016
483,"Sih, Tiffany L.; Kingsford, Michael J.",Near-reef elemental signals in the otoliths of settling Pomacentrus amboinensis (Pomacentridae),CORAL REEFS,GREAT-BARRIER-REEF; SELF-RECRUITMENT; LIFE-HISTORY; FISH COMMUNITIES; MARINE FISH; CHEMISTRY; SETTLEMENT; PATTERNS; BARIUM; MICROCHEMISTRY,"Settlement is a key life history transition for coral reef fishes, and how long a fish spends close to a reef prior to settlement is poorly understood. We used laser ablation inductively coupled plasma mass spectrometry (LA-ICP-MS) and otolith microstructure analysis (daily increments and settlement marks) to determine the length of time larval fish spend near a reef prior to settlement. The otoliths of Pomacentrus amboinensis collected from four neighbouring reefs in the southern Great Barrier Reef showed clear and consistent differences in their elemental signatures prior to and following settlement. Elevated Ba:Ca near settlement and post-settlement was found in fish from all four reefs. However, there was individual variation in elemental profiles, with an increased otolith Ba-to-Ca ratio (near-reef signature) at settlement in 33 % of fish, and up to 8 d prior to settlement in others. Increment widths, often used as a proxy for growth, decreased approaching the settlement mark for all fish, providing further evidence for a ""search phase"" in larvae. We demonstrated experimentally that otoliths of fish kept in reefal or inter-reefal waters had different elemental chemistry. There were differences in the elemental composition of water samples within the study area, but no consistent trends with distance from reefs. There was poor discrimination of multi-element signatures among fish from different reefs during their pre-settlement phases. However, discrimination improved in the settlement and post-settlement phases of otoliths, indicating that reef waters and perhaps stage of ontogeny affected otolith chemistry. This study demonstrated clear near-reef elemental signatures in fish around settlement. We suggest these differences are due to a combination of water chemistry and physiological influences (e.g., growth). Combining LA-ICP-MS with otolith microstructure analysis can provide high-resolution information on the early life history of reef fishes. Further, a near-reef ""search phase"" prior to settlement may be common in reef fishes.","[Sih, Tiffany L.; Kingsford, Michael J.] James Cook Univ, Coll Marine & Environm Sci, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",2,10.1007/s00338-015-1376-x,2016
484,"Hehre, E. James; Meeuwig, Jessica J.",A Global Analysis of the Relationship between Farmed Seaweed Production and Herbivorous Fish Catch,PLOS ONE,GREAT-BARRIER-REEF; CORAL-REEF; ECOSYSTEM FUNCTION; COMMUNITIES; FISHERIES; RABBITFISHES; PHILIPPINES; SIGANIDAE; RECOVERY; IMPACTS,"Globally, farmed seaweed production is expanding rapidly in shallow marine habitats. While seaweed farming provides vital income to millions of artisanal farmers, it can negatively impact shallow coral reef and seagrass habitats. However, seaweed farming may also potentially provide food subsidies for herbivorous reef fish such as the Siganidae, a valuable target family, resulting in increased catch. Comparisons of reef fish landings across the central Philippines revealed that the catch of siganids was positively correlated to farmed seaweed production whilst negatively correlated to total reef fish catch over the same period of time. We tested the generality of this pattern by analysing seaweed production, siganid catch, and reef fish catch for six major seaweed-producing countries in the tropics. We hypothesized that increased seaweed production would correspond with increased catch of siganids but not other reef fish species. Analysis of the global data showed a positive correlation between farmed seaweeds and siganids in Southeast Asia (Indonesia, Malaysia, and the Philippines) but not Africa (Tanzania and Zanzibar), or the Western Pacific (Fiji). In Southeast Asia, siganid catch increased disproportionately faster with seaweed production than did reef fish catch. Low continuity, sporadic production and smaller volumes of seaweed farming may explain the differences.","[Hehre, E. James] Univ British Columbia, Sea Us Project, Inst Oceans & Fisheries, Vancouver, BC V5Z 1M9, Canada; [Meeuwig, Jessica J.] Univ Western Australia, Sch Anim Biol, Crawley, WA, Australia; [Meeuwig, Jessica J.] Univ Western Australia, Ctr Marine Futures, Crawley, WA, Australia",4,10.1371/journal.pone.0148250,2016
485,"Espinoza, Mario; Heupel, Michelle R.; Tobin, Andrew J.; Simpfendorfer, Colin A.",Evidence of Partial Migration in a Large Coastal Predator: Opportunistic Foraging and Reproduction as Key Drivers?,PLOS ONE,SHARKS CARCHARHINUS-LEUCAS; REEF-ASSOCIATED SHARK; BULL SHARKS; SEASONAL DISTRIBUTION; ACOUSTIC RECEIVERS; MOVEMENT PATTERNS; SOUTH-AFRICA; CORAL-REEFS; HABITAT USE; EAST-COAST,"Understanding animal movement decisions that involve migration is critical for evaluating population connectivity, and thus persistence. Recent work on sharks has shown that often only a portion of the adult population will undertake migrations, while the rest may be resident in an area for long periods. Defining the extent to which adult sharks use specific habitats and their migratory behaviour is essential for assessing their risk of exposure to threats such as fishing and habitat degradation. The present study used acoustic telemetry to examine residency patterns and migratory behaviour of adult bull sharks (Carcharhinus leucas) along the East coast of Australia. Fifty-six VR2W acoustic receivers were used to monitor the movements of 33 bull sharks in the central Great Barrier Reef (GBR). Both males and females were detected year-round, but their abundance and residency peaked between September and December across years (2012-2014). High individual variability in reef use patterns was apparent, with some individuals leaving the array for long periods, whereas others (36%) exhibited medium (0.20-0.40) or high residency (>0.50). A large portion of the population (51%) undertook migrations of up to 1,400 km to other coral reefs and/or inshore coastal habitats in Queensland and New South Wales. Most of these individuals (76%) were mature females, and the timing of migrations coincided with the austral summer (Dec-Feb). All migrating individuals (except one) returned to the central GBR, highlighting its importance as a potential foraging ground. Our findings suggest that adult bull sharks appear to be highly dependent on coral reef resources and provide evidence of partial migration, where only a portion of the female population undertook seasonal migrations potentially to give birth. Given that estuarine habitats face constant anthropogenic pressures, understanding partial migration and habitat connectivity of large coastal predators should be a priority for their management.","[Espinoza, Mario; Heupel, Michelle R.; Tobin, Andrew J.; Simpfendorfer, Colin A.] James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 4811, Australia; [Espinoza, Mario; Heupel, Michelle R.; Tobin, Andrew J.; Simpfendorfer, Colin A.] James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811, Australia; [Espinoza, Mario] James Cook Univ, Coll Marine & Environm Sci, Australian Inst Marine Sci, AIMS JCU, Townsville, Qld 4811, Australia; [Heupel, Michelle R.] Australian Inst Marine Sci, PMB 3, Townsville, Qld 4810, Australia",19,10.1371/journal.pone.0147608,2016
486,"Bacheler, Nathan M.; Smart, Tracey I.",Multi-decadal decline in reef fish abundance and species richness in the southeast USA assessed by standardized trap catches,MARINE BIOLOGY,CORAL-REEF; NORTH-CAROLINA; UNITED-STATES; SPATIAL STRUCTURE; ATLANTIC BIGHT; CLIMATE-CHANGE; ASSEMBLAGES; PATTERNS; SEA; POPULATION,"Reef fish species naturally fluctuate in abundance over various temporal and spatial scales, but recent broad-scale declines in abundance have been observed worldwide and attributed to various anthropogenic influences. We used 25 years of fishery-independent trap data (N = 11,237 trap hauls) to examine the spatial and temporal variability in temperate reef fish abundance along the southeast coast of the USA, a relatively understudied region with many economically important reef fish species. Overall, 441,298 individuals from 118 species were caught in the trap survey. Number of species and total number of individuals caught in the trap survey declined over the 25 years, but when separated, nontargeted fish species declined more than fishery-targeted species. For instance, traps caught a median of 18 nontargeted individuals and a median of 2-3 nontargeted reef fish species in the early 1990s, but by the 2010s, traps caught a median of fewer than three nontargeted individuals and a median of one nontarget species. Using generalized additive models, we found that the catch of fishery-targeted and nontargeted species was positively related to bottom water temperature, while depth influenced nontargeted and fishery-targeted species in opposite ways. The substantial and consistent decline in nontargeted fish species suggests that more research and management attention should be given to these often ignored species. These results suggest that the temperate reef fish community in the southeast USA is influenced by more than just fishing, perhaps including invasive species (e.g., lionfish Pterois volitans), decadal-scale environmental variability, or climate change.","[Bacheler, Nathan M.] NOAA, Natl Marine Fisheries Serv, SE Fisheries Ctr, 101 Pivers Isl Rd, Beaufort, NC 28516 USA; [Smart, Tracey I.] Marine Resources Res Inst, South Carolina Dept Nat Resources, 217 Ft Johnson Rd, Charleston, SC 29412 USA",4,10.1007/s00227-015-2774-x,2016
487,"Honig, Susanna E.; Mahoney, Brenna","Evidence of seabird guano enrichment on a coral reef in Oahu, Hawaii",MARINE BIOLOGY,INTERTIDAL COMMUNITY STRUCTURE; TERRESTRIAL FOOD WEBS; KANEOHE BAY; NUTRIENT INPUTS; CLIMATE-CHANGE; ISLANDS; MARINE; PRODUCTIVITY; ERADICATION; ENVIRONMENT,"Seabirds and coral reefs are two of the most threatened marine communities on earth, and they co-occur on many tropical islands and subtropical islands and atolls. Seabirds concentrate marine-derived nutrients on breeding islands in the form of feces (guano), and these nutrients dramatically alter terrestrial ecosystem ecology. Recent work in the remote Pacific indicates seabird-derived nutrients may also subsidize nearshore coral reefs, but the consequences of guano on complex, anthropogenically modified coral reefs are unknown. The impact of seabird guano on nearshore coral reefs around Moku Nui, an islet with a large seabird colony in Oahu, Hawaii, was investigated in comparison with coral reefs around three islets with lower seabird abundance. Reefs in close proximity to Moku Nui (where thousands of wedge-tailed shearwaters, Puffinus pacificus, breed) had greater concentrations of dissolved phosphate in seawater and greater delta N-15 in adjacent subtidal macroalgae relative to reefs next to smaller breeding colonies. However, dissolved nitrate was not different among islets. These results indicate that seabirds may be a source of nutrients for the waters surrounding Moku Nui that are already inundated with local and global stressors.","[Honig, Susanna E.; Mahoney, Brenna] Univ Calif Santa Cruz, Ecol & Evolutionary Biol Dept, Santa Cruz, CA 95064 USA; [Honig, Susanna E.] Univ Calif Santa Cruz, Mol Cell & Dev Biol Dept, Santa Cruz, CA 95064 USA",2,10.1007/s00227-015-2808-4,2016
488,"Ziadi-Kuenzli, Fabienne; Tachihara, Katsunori",Female defence polygyny and plasticity in the mating system of the demersal triggerfish Rhinecanthus aculeatus (Pisces: Balistidae) from Okinawa Island,MARINE BIOLOGY,CORAL-REEF FISHES; EGG CARE; MONOGAMOUS BUTTERFLYFISH; FACULTATIVE MONOGAMY; SOCIAL-ORGANIZATION; SPAWNING BEHAVIOR; SEXUAL SELECTION; SHARPNOSE PUFFER; PARENTAL CARE; CICHLID FISH,"The prevalence of a haremic mating system type with parental care is one of the main characteristics of the modern triggerfish family (Balistidae). In addition, intraspecific modifications of the mating system in relation to environmental conditions have been recognized. Thirteen months of observation of mating units in a natural population of Rhinecanthus aculeatus from Okinawa Island, Japan, revealed that the mating system in this species involved a mixture of polygyny, monogamy, and potential promiscuity in solitary females. Females defended individual, multi-purpose territories, while males engaged in female defence (""female defence polygyny"") using displays and overt aggressions that advertised that territories were occupied. Male size was strongly linked to access to multiple females (i.e. polygyny). Plasticity in the mating system was related to male male competition and the ability of females to reject males. An increase in the proportion of monogamous pair territories over the course of the reproductive season was positively correlated with the adult sex ratio (increased male density relative to females), and facultative monogamy was enhanced under a less female-biased sex ratio. A comparison between female and male mating success (number of matings) and the adjustment of the mating status over time revealed that polygyny was advantageous and the optimal mating system for males. Females achieved higher number of matings when pairing with larger males, but mating success was not negatively affected by the actual mating status, and females did not attempt to escape polygyny. Polygyny is therefore considered as the primary mating system in R. aculeatus.","[Ziadi-Kuenzli, Fabienne; Tachihara, Katsunori] Univ Ryukyus, Grad Sch Engn & Sci, 1 Senbaru, Nishihara, Okinawa 9030213, Japan; [Tachihara, Katsunori] Univ Ryukyus, Fac Sci, 1 Senbaru, Nishihara, Okinawa 9030213, Japan",1,10.1007/s00227-015-2780-z,2016
489,"Bridge, Tom C. L.; Luiz, Osmar J.; Coleman, Richard R.; Kane, Corinne N.; Kosaki, Randall K.",Ecological and morphological traits predict depth-generalist fishes on coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,EVOLUTION; CONVERGENCE; ECOSYSTEMS; ASSEMBLAGES; RESILIENCE; DIVERGENCE; SIMILARITY; LOCOMOTION; DIVERSITY; PREDATOR,"Ecological communities that occupy similar habitats may exhibit functional convergence despite significant geographical distances and taxonomic dissimilarity. On coral reefs, steep gradients in key environmental variables (e.g. light and wave energy) restrict some species to shallow depths. We show that depth-generalist reef fishes are correlated with two species-level traits: caudal fin aspect ratio and diet. Fishes with high aspect ratio (lunate) caudal fins produce weaker vortices in the water column while swimming, and we propose that 'silent swimming' reduces the likelihood of detection and provides an advantage on deeper reefs with lower light irradiance and water motion. Significant differences in depth preference among trophic guilds reflect variations in the availability of different food sources along a depth gradient. The significance of these two traits across three geographically and taxonomically distinct assemblages suggests that deep-water habitats exert a strong environmental filter on coral reef-fish assemblages.","[Bridge, Tom C. L.] James Cook Univ, Ctr Excellence Coral Reef Studies, Australian Res Council, Townsville, Qld 4811, Australia; [Bridge, Tom C. L.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia; [Luiz, Osmar J.] Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia; [Coleman, Richard R.] Univ Hawaii Manoa, Hawaii Inst Marine Biol, Kaneohe, HI 96822 USA; [Kane, Corinne N.] Washington State Univ, Pullman, WA 99164 USA; [Kosaki, Randall K.] Papahanaumokuakea Marine Natl Monument, Honolulu, HI 96818 USA",13,10.1098/rspb.2015.2332,2016
490,"Berdej, Samantha M.; Armitage, Derek R.",Bridging Organizations Drive Effective Governance Outcomes for Conservation of Indonesia's Marine Systems,PLOS ONE,SOCIAL-ECOLOGICAL SYSTEMS; ECOSYSTEM-BASED MANAGEMENT; PROTECTED AREA NETWORKS; CORAL-REEF MANAGEMENT; ADAPTIVE COMANAGEMENT; KNOWLEDGE GENERATION; INDO-PACIFIC; TRADE-OFFS; TRIANGLE; CHALLENGES,"This study empirically investigates the influence of bridging organizations on governance outcomes for marine conservation in Indonesia. Conservation challenges require ways of governing that are collaborative and adaptive across boundaries, and where conservation actions are better coordinated, information flows improved, and knowledge better integrated and mobilized. We combine quantitative social network analysis and qualitative data to analyze bridging organizations and their networks, and to understand their contributions and constraints in two case studies in Bali, Indonesia. The analysis shows 1) bridging organizations help to navigate the 'messiness' inherent in conservation settings by compensating for sparse linkages, 2) the particular structure and function of bridging organizations influence governing processes (i.e., collaboration, knowledge sharing) and subsequent conservation outcomes, 3) 'bridging' is accomplished using different strategies and platforms for collaboration and social learning, and 4) bridging organizations enhance flexibility to adjust to changing marine conservation contexts and needs. Understanding the organizations that occupy bridging positions, and how they utilize their positionality in a governance network is emerging as an important determinant of successful conservation outcomes. Our findings contribute to a relatively new body of literature on bridging organizations in marine conservation contexts, and add needed empirical investigation into their value to governance and conservation in Coral Triangle nations and beyond.","[Berdej, Samantha M.] Univ Waterloo, Environm Change & Governance Grp, Dept Geog & Environm Management, Waterloo, ON N2L 3G1, Canada; [Armitage, Derek R.] Univ Waterloo, Environm Change & Governance Grp, Sch Environm Resources & Sustainabil, Waterloo, ON N2L 3G1, Canada",9,10.1371/journal.pone.0147142,2016
491,"Xu, Jiangtao; Lowe, Ryan J.; Ivey, Gregory N.; Jones, Nicole L.; Zhang, Zhenlin","Ocean Transport Pathways to a World Heritage Fringing Coral Reef: Ningaloo Reef, Western Australia",PLOS ONE,LEEUWIN CURRENT SYSTEM; SHELF CIRCULATION; GEOSTROPHIC FLOW; BUOYANCY ARREST; INDIAN-OCEAN; DYNAMICS; PARTICLES; MESOSCALE; SIMULATE; SUMMER,"A Lagrangian particle tracking model driven by a regional ocean circulation model was used to investigate the seasonally varying connectivity patterns within the shelf circulation surrounding the 300 km long Ningaloo Reef in Western Australia (WA) during 2009-2010. Forward-in-time simulations revealed that surface water was transported equatorward and offshore in summer due to the upwelling-favorable winds. In winter, however, water was transported polewards down the WA coast due to the seasonally strong Leeuwin Current. Using backward-in-time simulations, the subsurface transport pathways revealed two main source regions of shelf water reaching Ningaloo Reef: (1) a year-round source to the northeast in the upper 100 m of water column; and (2) during the summer, an additional source offshore and to the west of Ningaloo in depths between similar to 30 and similar to 150 m. Transient wind-driven coastal upwelling, onshore geostrophic transport and stirring by offshore eddies were identified as the important mechanisms influencing the source water origins. The identification of these highly time-dependent transport pathways and source water locations is an essential step towards quantifying how key material (e.g., nutrients, larvae, contaminants, etc.) is exchanged between Ningaloo Reef and the surrounding shelf ocean, and how this is mechanistically coupled to the complex ocean dynamics in this region.","[Xu, Jiangtao; Ivey, Gregory N.; Jones, Nicole L.] Univ Western Australia, Sch Civil Environm & Min Engn, Crawley, Australia; [Xu, Jiangtao; Lowe, Ryan J.; Ivey, Gregory N.; Jones, Nicole L.; Zhang, Zhenlin] Univ Western Australia, UWA Oceans Inst, Crawley, Australia; [Lowe, Ryan J.; Zhang, Zhenlin] Univ Western Australia, Sch Earth & Environm, Crawley, Australia; [Lowe, Ryan J.] Univ Western Australia, ARC Ctr Excellence Coral Reef Studies, Crawley, Australia",1,10.1371/journal.pone.0145822,2016
492,"Crook, Elizabeth Derse; Kroeker, Kristy J.; Potts, Donald C.; Rebolledo-Vieyra, Mario; Hernandez-Terrones, Laura M.; Paytan, Adina",Recruitment and Succession in a Tropical Benthic Community in Response to In-Situ Ocean Acidification,PLOS ONE,CRUSTOSE CORALLINE ALGAE; FILAMENTOUS TURF ALGAE; LARVAL METAMORPHOSIS; NUTRIENT ENRICHMENT; MARINE ORGANISMS; CARBONIC-ACID; REEFS; CALCIFICATION; SETTLEMENT; SEAWATER,"Ocean acidification is a pervasive threat to coral reef ecosystems, and our understanding of the ecological processes driving patterns in tropical benthic community development in conditions of acidification is limited. We deployed limestone recruitment tiles in low aragonite saturation (Omega(arag)) waters during an in-situ field experiment at Puerto Morelos, Mexico, and compared them to tiles placed in control zones over a 14-month investigation. The early stages of succession showed relatively little difference in coverage of calcifying organisms between the low Omega(arag) and control zones. However, after 14 months of development, tiles from the low Omega(arag) zones had up to 70% less cover of calcifying organisms coincident with 42% more fleshy algae than the controls. The percent cover of biofilm and turf algae was also significantly greater in the low Omega(arag) zones, while the number of key grazing taxa remained constant. We hypothesize that fleshy algae have a competitive edge over the primary calcified space holders, coralline algae, and that acidification leads to altered competitive dynamics between various taxa. We suggest that as acidification impacts reefs in the future, there will be a shift in community assemblages away from upright and crustose coralline algae toward more fleshy algae and turf, established in the early stages of succession.","[Crook, Elizabeth Derse] Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA USA; [Crook, Elizabeth Derse; Paytan, Adina] Univ Calif Santa Cruz, Dept Earth & Planetary Sci, Santa Cruz, CA 95064 USA; [Kroeker, Kristy J.; Potts, Donald C.] Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, Santa Cruz, CA 95064 USA; [Rebolledo-Vieyra, Mario; Hernandez-Terrones, Laura M.] Ctr Invest Cient Yucatan AC, Unidad Ciencias Agua UCIA, Cancun, Quintana Roo, Mexico",7,10.1371/journal.pone.0146707,2016
