ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1686,"Eyre, Bradley D.; Cyronak, Tyler; Drupp, Patrick; De Carlo, Eric Heinen; Sachs, Julian P.; Andersson, Andreas J.",Coral reefs will transition to net dissolving before end of century,SCIENCE,OCEAN ACIDIFICATION; CALCIUM-CARBONATE; CLIMATE-CHANGE; DISSOLUTION; CALCIFICATION; CHEMISTRY; SEAWATER; SEDIMENTS; FUTURE; FLOW,"Ocean acidification refers to the lowering of the ocean's pH due to the uptake of anthropogenic CO2 from the atmosphere. Coral reef calcification is expected to decrease as the oceans become more acidic. Dissolving calciumcarbonate (CaCO3) sands could greatly exacerbate reef loss associated with reduced calcification but is presently poorly constrained. Here we show that CaCO3 dissolution in reef sediments across five globally distributed sites is negatively correlated with the aragonite saturation state (War) of overlying seawater and that CaCO3 sediment dissolution is 10-fold more sensitive to ocean acidification than coral calcification. Consequently, reef sediments globally will transition from net precipitation to net dissolution when seawater War reaches 2.92 +/- 0.16 (expected circa 2050 CE). Notably, some reefs are already experiencing net sediment dissolution.","[Eyre, Bradley D.] Southern Cross Univ, Sch Environm Sci & Engn, Ctr Coastal Biogeochem, Lismore, NSW 2480, Australia; [Cyronak, Tyler; Andersson, Andreas J.] Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA; [Drupp, Patrick; De Carlo, Eric Heinen] Univ Hawaii Manoa, Dept Oceanog, Honolulu, HI 96822 USA; [Sachs, Julian P.] Univ Washington, Sch Oceanog, Seattle, WA 98195 USA",20,10.1126/science.aao1118,2018
1687,"Lamb, Joleah B.; Willis, Bette L.; Fiorenza, Evan A.; Couch, Courtney S.; Howard, Robert; Rader, Douglas N.; True, James D.; Kelly, Lisa A.; Ahmad, Awaludinnoer; Jompa, Jamaluddin; Harvell, C. Drew",Plastic waste associated with disease on coral reefs,SCIENCE,MARINE; OCEAN; BIODIVERSITY; VIRULENCE; BACTERIA; ECOLOGY; DEBRIS; LIFE; BAND,"Plastic waste can promote microbial colonization by pathogens implicated in outbreaks of disease in the ocean. We assessed the influence of plastic waste on disease risk in 124,000 reef-building corals from 159 reefs in the Asia-Pacific region. The likelihood of disease increases from 4% to 89% when corals are in contact with plastic. Structurally complex corals are eight times more likely to be affected by plastic, suggesting that microhabitats for reef-associated organisms and valuable fisheries will be disproportionately affected. Plastic levels on coral reefs correspond to estimates of terrestrial mismanaged plastic waste entering the ocean. We estimate that 11.1 billion plastic items are entangled on coral reefs across the Asia-Pacific and project this number to increase 40% by 2025. Plastic waste management is critical for reducing diseases that threaten ecosystem health and human livelihoods.","[Lamb, Joleah B.; Fiorenza, Evan A.; Couch, Courtney S.; Harvell, C. Drew] Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA; [Lamb, Joleah B.; Willis, Bette L.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Lamb, Joleah B.; Willis, Bette L.; Kelly, Lisa A.] James Cook Univ, Coll Sci & Engn, Townsville, Qld, Australia; [Fiorenza, Evan A.] Univ Washington, Sch Aquat & Fishery Sci, Seattle, WA 98195 USA; [Couch, Courtney S.] Univ Hawaii Manoa, HIMB, Kaneohe, HI 96744 USA; [Couch, Courtney S.] NOAA, Ecosyst Sci Div, Pacific Isl Fisheries Sci Ctr, Honolulu, HI 96818 USA; [Howard, Robert] Fauna & Flora Int, Marine Programme, Yangon, Myanmar; [Rader, Douglas N.] Environm Def Fund, Oceans Program, New York, NY 10010 USA; [True, James D.] Prince Songkla Univ, Ctr Biodivers Peninsular Thailand, Hat Yai, Songkhla, Thailand; [Kelly, Lisa A.] Carleton Univ, Fish Ecol & Conservat Physiol Lab, Dept Biol, Ottawa, ON, Canada; [Kelly, Lisa A.] Carleton Univ, Inst Environm Sci, Ottawa, ON, Canada; [Ahmad, Awaludinnoer] Nature Conservancy, Raja Ampat Field Off, North Sorong, West Papua, Indonesia; [Ahmad, Awaludinnoer; Jompa, Jamaluddin] Hasanuddin Univ, Fac Marine Sci & Fisheries, Makassar, South Sulawesi, Indonesia",32,10.1126/science.aar3320,2018
1688,"Obura, David",Refilling the coral reef glass,SCIENCE,,,"[Obura, David] Res & Dev Indian Ocean, Res Org Coastal Oceans, Mombasa, Kenya; Int Union Conservat Nat Coral Specialist Grp, Gland, Switzerland",2,10.1126/science.aao5002,2017
1689,"Hughes, Terry P.; Barnes, Michele L.; Bellwood, David R.; Cinner, Joshua E.; Cumming, Graeme S.; Jackson, Jeremy B. C.; Kleypas, Joanie; van de Leemput, Ingrid A.; Lough, Janice M.; Morrison, Tiffany H.; Palumbi, Stephen R.; van Nes, Egbert H.; Scheffer, Marten",Coral reefs in the Anthropocene,NATURE,SOCIAL-ECOLOGICAL SYSTEMS; SAFE OPERATING SPACE; RAPID CLIMATE-CHANGE; GREAT-BARRIER-REEF; 2 DEGREES-C; OCEAN ACIDIFICATION; REGIME SHIFTS; HEAT TOLERANCE; HUMAN IMPACTS; ECOSYSTEMS,"Coral reefs support immense biodiversity and provide important ecosystem services to many millions of people. Yet reefs are degrading rapidly in response to numerous anthropogenic drivers. In the coming centuries, reefs will run the gauntlet of climate change, and rising temperatures will transform them into new configurations, unlike anything observed previously by humans. Returning reefs to past configurations is no longer an option. Instead, the global challenge is to steer reefs through the Anthropocene era in a way that maintains their biological functions. Successful navigation of this transition will require radical changes in the science, management and governance of coral reefs.","[Hughes, Terry P.; Barnes, Michele L.; Bellwood, David R.; Cinner, Joshua E.; Cumming, Graeme S.; Lough, Janice M.; Morrison, Tiffany H.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Jackson, Jeremy B. C.] Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA; [Jackson, Jeremy B. C.] Smithsonian Inst, Dept Paleobiol, Natl Museum Nat Hist, Washington, DC 20013 USA; [Kleypas, Joanie] Natl Ctr Atmospher Res, POB 3000, Boulder, CO 80307 USA; [van de Leemput, Ingrid A.; van Nes, Egbert H.; Scheffer, Marten] Wageningen Univ, Dept Environm Sci, POB 47, NL-6700 AA Wageningen, Netherlands; [Lough, Janice M.] Australian Inst Marine Sci, PMB 3, Townsville, Qld 4810, Australia; [Palumbi, Stephen R.] Stanford Univ, Dept Biol, Hopkins Marine Stn, Pacific Grove, CA 93950 USA",156,10.1038/nature22901,2017
1690,"Ren, Haojia; Chen, Yi-Chi; Wang, Xingchen T.; Wong, George T. F.; Cohen, Anne L.; DeCarlo, Thomas M.; Weigand, Mira A.; Mii, Horng-Sheng; Sigman, Daniel M.",21st-century rise in anthropogenic nitrogen deposition on a remote coral reef,SCIENCE,SOUTH CHINA SEA; ATMOSPHERIC DEPOSITION; ISOTOPIC COMPOSITION; OPEN-OCEAN; NITRATE; IMPACTS; STATION; BERMUDA; SPACE; N-15,"With the rapid rise in pollution-associated nitrogen inputs to the western Pacific, it has been suggested that even the open ocean has been affected. In a coral core from Dongsha Atoll, a remote coral reef ecosystem, we observe a decline in the N-15/N-14 of coral skeleton-bound organic matter, which signals increased deposition of anthropogenic atmospheric N on the open ocean and its incorporation into plankton and, in turn, the atoll corals. The first clear change occurred just before 2000 CE, decades later than predicted by other work. The amplitude of change suggests that, by 2010, anthropogenic atmospheric N deposition represented 20 +/- 5% of the annual N input to the surface ocean in this region, which appears to be at the lower end of other estimates.","[Ren, Haojia; Chen, Yi-Chi] Natl Taiwan Univ, Dept Geosci, Taipei, Taiwan; [Wang, Xingchen T.; Weigand, Mira A.; Sigman, Daniel M.] Princeton Univ, Dept Geosci, Princeton, NJ 08544 USA; [Wong, George T. F.] Acad Sinica, Res Ctr Environm Changes, Taipei, Taiwan; [Wong, George T. F.] Old Dominion Univ, Dept Ocean Earth & Atmospher Sci, Norfolk, VA 23529 USA; [Cohen, Anne L.; DeCarlo, Thomas M.] Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA; [Mii, Horng-Sheng] Natl Taiwan Normal Univ, Dept Earth Sci, Taipei, Taiwan; [Wang, Xingchen T.] CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA; [DeCarlo, Thomas M.] Univ Western Australia, Sch Earth Sci, Crawley, WA, Australia; [DeCarlo, Thomas M.] Univ Western Australia, Oceans Inst, Crawley, WA, Australia; [DeCarlo, Thomas M.] Univ Western Australia, Australian Res Council, Ctr Excellence Coral Reef Studies, Crawley, WA, Australia",19,10.1126/science.aal3869,2017
1691,"Medina, Monica",BIOCONTROL Crown-of-thorns no more,NATURE,GREAT-BARRIER-REEF; CORAL-REEF; STARFISH; GENETICS; GENOMICS; PEST,,"[Medina, Monica] Penn State Univ, Eberly Coll Sci, Dept Biol, State Coll, PA 16802 USA",0,10.1038/nature21905,2017
1692,"Hall, Michael R.; Kocot, Kevin M.; Baughman, Kenneth W.; Fernandez-Valverde, Selene L.; Gauthier, Marie E. A.; Hatleberg, William L. .; Krishnan, Arunkumar; McDougall, Carmel; Motti, Cherie A.; Shoguchi, Eiichi; Wang, Tianfang; Xiang, Xueyan; Zhao, Min; Bose, Utpal; Shinzato, Chuya; Hisata, Kanako; Fujie, Manabu; Kanda, Miyuki; Cummins, Scott F.; Satoh, Noriyuki; Degnan, Sandie M.; Degnan, Bernard M.",The crown-of-thorns starfish genome as a guide for biocontrol of this coral reef pest,NATURE,HIDDEN MARKOV MODEL; ACANTHASTER-PLANCI; PHYLOGENOMIC RESOLUTION; TRANSMEMBRANE TOPOLOGY; READ ALIGNMENT; RECEPTOR GENES; IDENTIFICATION; HEMICHORDATE; ECHINODERM; EVOLUTION,"The crown-of-thorns starfish (COTS, the Acanthaster planci species group) is a highly fecund predator of reef-building corals throughout the Indo-Pacific region(1). COTS population outbreaks cause substantial loss of coral cover, diminishing the integrity and resilience of reef ecosystems(2-6). Here we sequenced genomes of COTS from the Great Barrier Reef, Australia and Okinawa, Japan to identify gene products that underlie species-specific communication and could potentially be used in biocontrol strategies. We focused on water-borne chemical plumes released from aggregating COTS, which make the normally sedentary starfish become highly active. Peptide sequences detected in these plumes by mass spectrometry are encoded in the COTS genome and expressed in external tissues. The exoproteome released by aggregating COTS consists largely of signalling factors and hydrolytic enzymes, and includes an expanded and rapidly evolving set of starfish-specific ependymin-related proteins. These secreted proteins may be detected by members of a large family of olfactory-receptor-like G-protein-coupled receptors that are expressed externally, sometimes in a sex-specific manner. This study provides insights into COTS-specific communication that may guide the generation of peptide mimetics for use on reefs with COTS outbreaks.","[Hall, Michael R.; Motti, Cherie A.; Bose, Utpal] Australian Inst Marine Sci, Cape Ferguson, PMB 3, Townsville, Qld 4810, Australia; [Kocot, Kevin M.; Fernandez-Valverde, Selene L.; Gauthier, Marie E. A.; Hatleberg, William L. .; Krishnan, Arunkumar; McDougall, Carmel; Xiang, Xueyan; Zhao, Min; Degnan, Sandie M.; Degnan, Bernard M.] Univ Queensland, Sch Biol Sci, Ctr Marine Sci, Brisbane, Qld 4072, Australia; [Baughman, Kenneth W.; Shoguchi, Eiichi; Shinzato, Chuya; Hisata, Kanako; Satoh, Noriyuki] Grad Univ, Inst Sci & Technol, Marine Genom Unit, Onna, Okinawa 9040495, Japan; [Wang, Tianfang; Zhao, Min; Bose, Utpal; Cummins, Scott F.] Univ Sunshine Coast, Genecol Res Ctr, Maroochydore, Qld 4558, Australia; [Fujie, Manabu; Kanda, Miyuki] Grad Univ, Okinawa Inst Sci & Technol, DNA Sequencing Sect, Onna, Okinawa 9040495, Japan; [Kocot, Kevin M.] Univ Alabama, Dept Biol Sci, Tuscaloosa, AL 35487 USA; [Kocot, Kevin M.] Univ Alabama, Alabama Museum Nat Hist, Tuscaloosa, AL 35487 USA; [Fernandez-Valverde, Selene L.] Ctr Invest & Estud Avanzados IPN Irapuato, CONACYT, Lab Nacl Genom Biodiversidad, Guanajuato, Mexico",31,10.1038/nature22033,2017
1693,"Cinner, Joshua E.; Huchery, Cindy; MacNeil, M. Aaron; Graham, Nicholas A. J.; McClanahan, Tim R.; Maina, Joseph; Maire, Eva; Kittinger, John N.; Hicks, Christina C.; Mora, Camilo; Allison, Edward H.; D'Agata, Stephanie; Hoey, Andrew; Feary, David A.; Crowder, Larry; Williams, Ivor D.; Kulbicki, Michel; Vigliola, Laurent; Wantiez, Laurent; Edgar, Graham; Stuart-Smith, Rick D.; Sandin, Stuart A.; Green, Alison L.; Hardt, Marah J.; Beger, Maria; Friedlander, Alan; Campbell, Stuart J.; Holmes, Katherine E.; Wilson, Shaun K.; Brokovich, Eran; Brooks, Andrew J.; Cruz-Motta, Juan J.; Booth, David J.; Chabanet, Pascale; Gough, Charlie; Tupper, Mark; Ferse, Sebastian C. A.; Sumaila, U. Rashid; Mouillot, David",Bright spots among the world's coral reefs,NATURE,SOCIAL-ECOLOGICAL SYSTEMS; DEVELOPING-COUNTRIES; GRAVITY; FISHERIES; ECOSYSTEMS; MANAGEMENT; DISTANCE; MARKETS; AREAS,"Ongoing declines in the structure and function of the world's coral reefs(1,2) require novel approaches to sustain these ecosystems and the millions of people who depend on them(3). A presently unexplored approach that draws on theory and practice in human health and rural development(4,5) is to systematically identify and learn from the 'outliers'-places where ecosystems are substantially better ('bright spots') or worse ('dark spots') than expected, given the environmental conditions and socioeconomic drivers they are exposed to. Here we compile data from more than 2,500 reefs worldwide and develop a Bayesian hierarchical model to generate expectations of how standing stocks of reef fish biomass are related to 18 socioeconomic drivers and environmental conditions. We identify 15 bright spots and 35 dark spots among our global survey of coral reefs, defined as sites that have biomass levels more than two standard deviations from expectations. Importantly, bright spots are not simply comprised of remote areas with low fishing pressure; they include localities where human populations and use of ecosystem resources is high, potentially providing insights into how communities have successfully confronted strong drivers of change. Conversely, dark spots are not necessarily the sites with the lowest absolute biomass and even include some remote, uninhabited locations often considered near pristine(6). We surveyed local experts about social, institutional, and environmental conditions at these sites to reveal that bright spots are characterized by strong sociocultural institutions such as customary taboos and marine tenure, high levels of local engagement in management, high dependence on marine resources, and beneficial environmental conditions such as deep-water refuges. Alternatively, dark spots are characterized by intensive capture and storage technology and a recent history of environmental shocks. Our results suggest that investments in strengthening fisheries governance, particularly aspects such as participation and property rights, could facilitate innovative conservation actions that help communities defy expectations of global reef degradation.","[Cinner, Joshua E.; Huchery, Cindy; MacNeil, M. Aaron; Graham, Nicholas A. J.; Maire, Eva; Hicks, Christina C.; Hoey, Andrew; Mouillot, David] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [MacNeil, M. Aaron] Australian Inst Marine Sci, PMB 3, Townsville, Qld 4810, Australia; [MacNeil, M. Aaron] Dalhousie Univ, Dept Math & Stat, Halifax, NS B3H 3J5, Canada; [Graham, Nicholas A. J.; Hicks, Christina C.] Univ Lancaster, Lancaster Environm Ctr, Lancaster LA1 4YQ, England; [McClanahan, Tim R.; Maina, Joseph; D'Agata, Stephanie; Campbell, Stuart J.; Holmes, Katherine E.] Wildlife Conservat Soc, Global Marine Program, Bronx, NY 10460 USA; [Maina, Joseph; Beger, Maria] Univ Queensland, Ctr Biodivers & Conservat Sci, Australian Res Council Ctr Excellence Environm De, St Lucia, Qld 4074, Australia; [Maina, Joseph; D'Agata, Stephanie] Macquarie Univ, Dept Environm Sci, N Ryde, NSW 2109, Australia; [Maire, Eva; Mouillot, David] Univ Montpellier, IRD CNRS UM IFREMER, UMR 9190, MARBEC, F-34095 Montpellier, France; [Kittinger, John N.; Hicks, Christina C.; Crowder, Larry] Stanford Univ, Ctr Ocean Solut, Stanford, CA 94305 USA; [Kittinger, John N.] Conservat Int Hawaii Betty & Gordon Moore Ctr Sci, 7192 Kalaniana Ole Hwy,Suite G230, Honolulu, HI 96825 USA; [Mora, Camilo] Univ Hawaii Manoa, Dept Geog, Honolulu, HI 96822 USA; [Allison, Edward H.] Univ Washington, Sch Marine & Environm Affairs, Seattle, WA 98102 USA; [D'Agata, Stephanie; Vigliola, Laurent] Inst Res Dev, UMR IRD UR CNRS ENTROPIE, Lab Excellence LABEX CORAIL, BP A5, Noumea 98848, New Caledonia; [Feary, David A.] Univ Nottingham, Sch Life Sci, Ecol & Evolut Grp, Univ Pk, Nottingham NG7 2RD, England; [Williams, Ivor D.] NOAA Pacific Islands Fisheries Sci Ctr, Coral Reef Ecosyst Div, Honolulu, HI 96818 USA; [Kulbicki, Michel] Univ Perpignan, Labex Corail IRD, UMR Entropie, F-66000 Perpignan, France; [Wantiez, Laurent] Univ New Caledonia, LIVE EA4243, BPR4, Noumea 98851, New Caledonia; [Edgar, Graham; Stuart-Smith, Rick D.] Univ Tasmania, Inst Marine & Antarctic Studies, Hobart, Tas 7001, Australia; [Sandin, Stuart A.] Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA; [Green, Alison L.] Nature Conservancy, Brisbane, Qld 4101, Australia; [Hardt, Marah J.] Future Fish, 7315 Wisconsin Ave,Suite 1000W, Bethesda, MD 20814 USA; [Friedlander, Alan] Univ Hawaii, Dept Biol, Fisheries Ecol Res Lab, Honolulu, HI 96822 USA; [Friedlander, Alan] Natl Geog Soc, Pristine Seas Program, 1145 17th St NW, Washington, DC 20036 USA; [Wilson, Shaun K.] Dept Pk & Wildlife, Perth, WA 6151, Australia; [Wilson, Shaun K.] Univ Western Australia, Oceans Inst, Crawley, WA 6009, Australia; [Brokovich, Eran] Israeli Soc Ecol & Environm Sci, Kehilat New York 19, Tel Aviv, Israel; [Brooks, Andrew J.] Univ Calif Santa Barbara, Inst Marine Sci, Santa Barbara, CA 93106 USA; [Cruz-Motta, Juan J.] Univ Puerto Rico, Recinto Univ Mayaguez, Dept Ciencias Marinas, San Juan, PR 00680 USA; [Booth, David J.] Univ Technol Sydney, Sch Life Sci, Sydney, NSW 2007, Australia; [Chabanet, Pascale] Inst Rech Dev, UMR ENTROPIE, Lab Excellence LABEX CORAIL, CS 41095, St Clothilde 97495, Reunion, France; [Gough, Charlie] Blue Ventures Conservat, 39-41 North Rd, London N7 9DP, England; [Tupper, Mark] Coastal Resources Assoc, St Joseph St, Surigao City 8400, Surigao Del Nor, Philippines; [Ferse, Sebastian C. A.] Leibniz Ctr Trop Marine Ecol ZMT, Fahrenheitstr 6, D-28359 Bremen, Germany; [Sumaila, U. Rashid] Univ British Columbia, Fisheries Econ Res Unit, 2202 Main Mall, Vancouver, BC V6T 1Z4, Canada",118,10.1038/nature18607,2016
1694,"Ainsworth, Tracy D.; Gates, Ruth D.",Corals' microbial sentinels The coral microbiome will be key to future reef health,SCIENCE,,,"[Ainsworth, Tracy D.] James Cook Univ, IARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; [Gates, Ruth D.] Univ Hawaii Manoa, Hawaii Inst Marine Biol, Honolulu, HI 96822 USA",22,10.1126/science.aad9957,2016
1695,"Knowles, B.; Silveira, C. B.; Bailey, B. A.; Barott, K.; Cantu, V. A.; Cobian-Gueemes, A. G.; Coutinho, F. H.; Dinsdale, E. A.; Felts, B.; Furby, K. A.; George, E. E.; Green, K. T.; Gregoracci, G. B.; Haas, A. F.; Haggerty, J. M.; Hester, E. R.; Hisakawa, N.; Kelly, L. W.; Lim, Y. W.; Little, M.; Luque, A.; McDole-Somera, T.; McNair, K.; de Oliveira, L. S.; Quistad, S. D.; Robinett, N. L.; Sala, E.; Salamon, P.; Sanchez, S. E.; Sandin, S.; Silva, G. G. Z.; Smith, J.; Sullivan, C.; Thompson, C.; Vermeij, M. J. A.; Youle, M.; Young, C.; Zgliczynski, B.; Brainard, R.; Edwards, R. A.; Nulton, J.; Thompson, F.; Rohwer, F.",Lytic to temperate switching of viral communities,NATURE,VIRUS-LIKE PARTICLES; GREAT-BARRIER-REEF; LIFE STRATEGIES; CYSTIC-FIBROSIS; CORAL-REEFS; MICROBIAL COMMUNITIES; METAGENOMIC DATASETS; RESPIRATORY-TRACT; BACTERIAL-VIRUSES; MARINE-BACTERIA,"Microbial viruses can control host abundances via density-dependent lytic predator-prey dynamics. Less clear is how temperate viruses, which coexist and replicate with their host, influence microbial communities. Here we show that virus-like particles are relatively less abundant at high host densities. This suggests suppressed lysis where established models predict lytic dynamics are favoured. Meta-analysis of published viral and microbial densities showed that this trend was widespread in diverse ecosystems ranging from soil to freshwater to human lungs. Experimental manipulations showed viral densities more consistent with temperate than lytic life cycles at increasing microbial abundance. An analysis of 24 coral reef viromes showed a relative increase in the abundance of hallmark genes encoded by temperate viruses with increased microbial abundance. Based on these four lines of evidence, we propose the Piggyback-the-Winner model wherein temperate dynamics become increasingly important in ecosystems with high microbial densities; thus 'more microbes, fewer viruses'.","[Knowles, B.; Silveira, C. B.; Cobian-Gueemes, A. G.; Dinsdale, E. A.; George, E. E.; Green, K. T.; Haas, A. F.; Haggerty, J. M.; Hester, E. R.; Hisakawa, N.; Kelly, L. W.; Lim, Y. W.; Little, M.; Quistad, S. D.; Robinett, N. L.; Sanchez, S. E.; Rohwer, F.] San Diego State Univ, Dept Biol, 5500 Campanile Dr, San Diego, CA 92182 USA; [Silveira, C. B.; Coutinho, F. H.; de Oliveira, L. S.; Thompson, C.; Thompson, F.] Univ Fed Rio de Janeiro, Inst Biol, Ave Carlos Chagas Filho 373, BR-21941599 Rio De Janeiro, Brazil; [Bailey, B. A.; Felts, B.; Luque, A.; Salamon, P.; Nulton, J.] San Diego State Univ, Dept Math & Stat, 5500 Campanile Dr, San Diego, CA 92182 USA; [Barott, K.] Univ Hawaii Manoa, Hawaii Inst Marine Biol, 46-007 Lilipuna Rd, Kaneohe, HI 96744 USA; [Cantu, V. A.; Luque, A.; McNair, K.; Silva, G. G. Z.; Edwards, R. A.] San Diego State Univ, Computat Sci Res Ctr, 5500 Campanile Dr, San Diego, CA 92182 USA; [Coutinho, F. H.] Radboud Univ Nijmegen, Med Ctr, Radboud Inst Mol Life Sci, Ctr Mol & Biomol Informat, NL-6525 HP Nijmegen, Netherlands; [Dinsdale, E. A.; Luque, A.; Salamon, P.; Edwards, R. A.; Rohwer, F.] San Diego State Univ, Viral Informat Inst, 5500 Campanile Dr, San Diego, CA 92182 USA; [Furby, K. A.; McDole-Somera, T.; Sandin, S.; Smith, J.; Zgliczynski, B.] Scripps Inst Oceanog, 8622 Kennel Way, La Jolla, CA 92037 USA; [Gregoracci, G. B.] Sao Paulo Fed Univ Baixada Santista, Marine Sci Dept, Ave Alm Saldanha da Gama 89, BR-11030400 Sao Paulo, Brazil; [Sala, E.] Natl Geog Soc, 1145 17th St NW, Washington, DC 20036 USA; [Sullivan, C.] Univ Calif San Diego, Dept Biol, 9500 Gilman Dr, La Jolla, CA 92093 USA; [Vermeij, M. J. A.] CARMABI Fdn, Piscaderabaai Z-N, Willemstad, Curacao, Neth Antilles; [Vermeij, M. J. A.] Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Aquat Microbiol, NL-1098 XH Amsterdam, Netherlands; [Youle, M.] Rainbow Rock, Ocean View, HI 96737 USA; [Young, C.; Brainard, R.] NOAA, Coral Reef Ecosyst Div, PIFSC, 1845 Wasp Blvd, Honolulu, HI 96818 USA; [Edwards, R. A.] San Diego State Univ, Dept Comp Sci, 5500 Campanile Dr, San Diego, CA 92182 USA",97,10.1038/nature17193,2016
1696,"Albright, Rebecca; Caldeira, Lilian; Hosfelt, Jessica; Kwiatkowski, Lester; Maclaren, Jana K.; Mason, Benjamin M.; Nebuchina, Yana; Ninokawa, Aaron; Pongratz, Julia; Ricke, Katharine L.; Rivlin, Tanya; Schneider, Kenneth; Sesbouee, Marine; Shamberger, Kathryn; Silverman, Jacob; Wolfe, Kennedy; Zhu, Kai; Caldeira, Ken",Reversal of ocean acidification enhances net coral reef calcification,NATURE,MASSIVE PORITES; CARBONIC-ACID; GROWTH-RATES; SEAWATER; DISSOCIATION; MARINE; CHEMISTRY; CONSTANTS; DYNAMICS; ISLAND,"Approximately one-quarter of the anthropogenic carbon dioxide released into the atmosphere each year is absorbed by the global oceans, causing measurable declines in surface ocean pH, carbonate ion concentration ([CO32-]), and saturation state of carbonate minerals (Omega)(1). This process, referred to as ocean acidification, represents a major threat to marine ecosystems, in particular marine calcifiers such as oysters, crabs, and corals. Laboratory and field studies(2,3) have shown that calcification rates of many organisms decrease with declining pH, [CO32-], and Omega. Coral reefs are widely regarded as one of the most vulnerable marine ecosystems to ocean acidification, in part because the very architecture of the ecosystem is reliant on carbonate-secreting organisms(4). Acidification-induced reductions in calcification are projected to shift coral reefs from a state of net accretion to one of net dissolution this century(5). While retrospective studies show large-scale declines in coral, and community, calcification over recent decades(6-12), determining the contribution of ocean acidification to these changes is difficult, if not impossible, owing to the confounding effects of other environmental factors such as temperature. Here we quantify the net calcification response of a coral reef flat to alkalinity enrichment, and show that, when ocean chemistry is restored closer to pre-industrial conditions, net community calcification increases. In providing results from the first seawater chemistry manipulation experiment of a natural coral reef community, we provide evidence that net community calcification is depressed compared with values expected for pre-industrial conditions, indicating that ocean acidification may already be impairing coral reef growth.","[Albright, Rebecca; Caldeira, Lilian; Kwiatkowski, Lester; Maclaren, Jana K.; Nebuchina, Yana; Pongratz, Julia; Ricke, Katharine L.; Schneider, Kenneth; Sesbouee, Marine; Zhu, Kai; Caldeira, Ken] Carnegie Inst Sci, Dept Global Ecol, Stanford, CA 94305 USA; [Hosfelt, Jessica; Ninokawa, Aaron] Univ Calif Davis, Bodega Marine Lab, Bodega Bay, CA 94923 USA; [Maclaren, Jana K.] Stanford Univ, Stanford Nano Shared Facil, Stanford, CA 94305 USA; [Mason, Benjamin M.] Stanford Univ, Dept Genet, Sch Med, Stanford, CA 94305 USA; [Pongratz, Julia] Max Planck Inst Meteorol, Bundesstr 53, D-20146 Hamburg, Germany; [Ricke, Katharine L.] Cornell Univ, Sibley Sch Mech & Aerosp Engn, Ithaca, NY 14853 USA; [Rivlin, Tanya] Hebrew Univ Jerusalem, Interuniv Inst Marine Sci, H Steinitz Marine Biol Lab, Elat, Israel; [Rivlin, Tanya] Hebrew Univ Jerusalem, Fredy & Nadine Herrman Inst Earth Sci, Edmond J Safra Campus, Jerusalem, Israel; [Schneider, Kenneth] Hebrew Univ Jerusalem, Robert H Smith Fac Agr Food & Environm, IL-76100 Rehovot, Israel; [Shamberger, Kathryn] Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA; [Shamberger, Kathryn] Texas A&M Univ, College Stn, TX 77843 USA; [Silverman, Jacob] Inst Oceanog & Limnol Res, Haifa, Israel; [Wolfe, Kennedy] Univ Sydney, Sch Med Sci, Sydney, NSW 2006, Australia; [Zhu, Kai] Stanford Univ, Dept Biol, Stanford, CA 94305 USA; [Zhu, Kai] Rice Univ, Dept BioSci, Houston, TX 77005 USA",79,10.1038/nature17155,2016
